Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
101804_0,-48.546420296809,3.2650927099552454,True,ok
101813_0,-38.94478100340035,1.785945024809444,True,ok
101822_0,-38.46330399596343,4.3744067421216535,True,ok
101834_0,352.92090032475403,100000.00017880443,False,ok
101845_0,-35.47273718269372,1.531385534993315,True,ok
101856_0,-31.619581780559713,4.4500398483857895,True,ok
101865_0,-34.87441498342275,4.251488055665674,True,ok
101876_0,-39.55851128905471,1.4872340339884904,True,ok
101889_0,-39.55851128905471,1.4872340339884906,True,ok
101898_0,-42.02285809675993,2.446822217644097,True,ok
101908_0,-42.31508601525752,1.2195452315805004,True,ok
101918_0,-38.94478100340052,1.7859450248094442,True,ok
10192_0,-22.868504864658917,1.5145585451094714,True,ok
101939_0,-42.19961420626356,1.2195452315805007,True,ok
101949_0,-30.862736399519008,2.8404870960853055,True,ok
10195_0,-25.205144946961354,1.591969202483848,True,ok
101970_0,-39.674922116998346,1.4872340339884902,True,ok
101980_0,-78.03880582473144,5.009284825521703,True,ok
101993_0,-76.38947920314996,5.184575084448745,True,ok
102001_0,327.7105903327374,100000.00008339474,False,ok
102015_0,319.1011130135031,100000.00018825797,False,ok
102024_0,315.72943461880647,100000.00018026006,False,ok
102036_0,-40.334415011931355,1.6446206797664813,True,ok
102048_0,-41.028441513116775,2.3284008062962176,True,ok
102058_0,-47.0612920355012,1.562872647719744,True,ok
10206_1,-22.86850486465903,1.5145585451094714,True,ok
102080_0,-35.589582374527254,1.531385534993315,True,ok
102094_0,-42.31645939809715,1.2195452315805004,True,ok
102106_0,23.797364706191956,7.9719610920483435,True,ok
102119_0,-37.97849643603661,1.782824574095266,True,ok
102129_0,-58.469153713094045,4.642411186906609,True,ok
102141_0,-66.70250993702865,4.423157750039156,True,ok
102153_0,-41.165355915429586,1.148146874658491,True,ok
102168_0,-43.750382960728075,1.5940753580675868,True,ok
102180_0,-42.08525553085599,2.2841147138777997,True,ok
10218_0,-25.20514494696181,1.591969202483848,True,ok
102202_0,66.47882144232176,5.194953727559855,True,ok
10220_1,-22.868504864658576,1.5145585451094714,True,ok
102218_0,-377.5904072582136,100000.00012324155,False,ok
102226_0,-377.5904072582134,100000.00012324155,False,ok
102232_0,-377.5904072582135,100000.00012324155,False,ok
10223_0,-25.205144946961354,1.591969202483848,True,ok
102247_0,-370.7413153050231,100000.00025298075,False,ok
102253_0,-370.74131530502297,100000.00025298075,False,ok
10225_1,-22.868504864658917,1.5145585451094714,True,ok
102267_0,-377.59040725821353,100000.00012324155,False,ok
102275_0,-377.5904224287047,100000.00012324155,False,ok
102281_0,-380.3730723744685,100000.00013378302,False,ok
102290_0,-379.0677155758599,100000.00011948445,False,ok
102299_0,-379.0677155758599,100000.00011948445,False,ok
102304_0,-378.9508703840261,100000.00011948445,False,ok
102310_0,-378.9508703840263,100000.00011948445,False,ok
102318_0,-378.9508703840262,100000.00011948445,False,ok
102324_0,-378.95087038402585,100000.00011948445,False,ok
102332_0,-379.0677155758597,100000.00011948445,False,ok
10233_0,-25.205144946961298,1.591969202483848,True,ok
102347_0,-378.9511036607127,100000.00011948445,False,ok
102355_0,-378.9508703840257,100000.00011948445,False,ok
102362_0,-379.06771557585967,100000.00011948445,False,ok
10236_0,-25.205144946961354,1.591969202483848,True,ok
102377_0,-378.95110366071265,100000.00011948445,False,ok
102383_0,-379.0677155758597,100000.00011948445,False,ok
102391_0,-379.0677155758601,100000.00011948445,False,ok
