	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
3034	G5	FKSLPDNLQGMDSR	C1(COC(C(C(C)O)C1O)O)=O	{'C1(=O)CO[C@H]([C@@H]([C@@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@H]([C@@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@H]([C@H]([C@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@@H]([C@@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@H]([C@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@H]([C@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@H]([C@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@H]([C@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@H]([C@@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@H]([C@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@H]([C@H]([C@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@H]([C@@H]([C@@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@@H]([C@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@@H]([C@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@H]([C@@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@@H]([C@@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@H]([C@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@H]([C@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@H]([C@@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@H]([C@@H]1O)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@H]([C@@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@@H]([C@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@H]([C@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@H]([C@H]([C@H]1O[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@H]([C@@H]1O)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@H]([C@H]1O[H])[C@@H](C)O)O', 'C1(=O)CO[C@@H]([C@H]([C@@H]1O)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@H]([C@H]1O)[C@@H](C)O)O[H]'}
3035	G5	JIBJBVAGDFZGDM	C(C1(C(C(CC(C)O1)O)O)O)=O	{'C(=O)[C@]1([C@@H]([C@@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@@H]([C@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@@H]([C@@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@@H]([C@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@H]([C@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@H]([C@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@@H]([C@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@H]([C@@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@H]([C@@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@H]([C@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@@H]([C@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@@H]([C@@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@H]([C@@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@]1([C@H]([C@@H](C[C@@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@@H]([C@@H](C[C@H](C)O1)O)O)O[H]', 'C(=O)[C@@]1([C@H]([C@H](C[C@H](C)O1)O)O)O[H]'}
3036	G5	BNJZKGBRUNALQJ	CC1CC(CC(CO)(O)O1)O	{'C1[C@H](C[C@@](CO)(O[C@H]1C)O[H])O', 'C1[C@H](C[C@](CO)(O[C@H]1C)O[H])O', 'C1[C@@H](C[C@@](CO)(O[C@@H]1C)O[H])O', 'C1[C@H](C[C@](CO)(O[C@@H]1C)O[H])O', 'C1[C@H](C[C@@](CO)(O[C@@H]1C)O[H])O', 'C1[C@@H](C[C@@](CO)(O[C@H]1C)O[H])O', 'C1[C@@H](C[C@](CO)(O[C@H]1C)O[H])O', 'C1[C@@H](C[C@](CO)(O[C@@H]1C)O[H])O'}
3037	G5	KDYNWEGSAYGUIC	CC1(C(C(CC(C)O1)O)O)O	{'C1[C@@H]([C@@H]([C@@](C)(O[C@H]1C)O[H])O)O', 'C1[C@@H]([C@H]([C@@](C)(O[C@H]1C)O[H])O)O', 'C1[C@H]([C@@H]([C@@](C)(O[C@H]1C)O[H])O)O', 'C1[C@@H]([C@@H]([C@@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@H]([C@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@@H]([C@H]([C@@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@@H]([C@@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@H]([C@](C)(O[C@H]1C)O[H])O)O', 'C1[C@@H]([C@H]([C@](C)(O[C@H]1C)O[H])O)O', 'C1[C@@H]([C@@H]([C@](C)(O[C@H]1C)O[H])O)O', 'C1[C@H]([C@H]([C@@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@@H]([C@](C)(O[C@H]1C)O[H])O)O', 'C1[C@@H]([C@H]([C@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@@H]([C@@H]([C@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@@H]([C@](C)(O[C@@H]1C)O[H])O)O', 'C1[C@H]([C@H]([C@@](C)(O[C@H]1C)O[H])O)O'}
3038	G5	SHGCEXUUUYUZGV	C(C1C(O)OC(C)CC1O)(O)=O	{'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@H]1[C@@H](C[C@@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@H]1O)O[H])O', 'C(=O)([C@H]1[C@H](C[C@H](C)O[C@@H]1O)O[H])O', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@@H]1[C@H](C[C@H](C)O[C@H]1O[H])O)O', 'C(=O)([C@@H]1[C@@H](C[C@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@H]1O)O)O[H]', 'C(=O)([C@H]1[C@@H](C[C@H](C)O[C@@H]1O[H])O)O', 'C(=O)([C@@H]1[C@H](C[C@@H](C)O[C@@H]1O)O)O[H]', 'C(=O)([C@@H]1[C@@H](C[C@@H](C)O[C@H]1O)O)O[H]'}
3039	G5	UXRWOGFBFMUWOB	C(C1(CC(CC(C)O1)O)O)(O)=O	{'C(=O)([C@@]1(C[C@H](C[C@H](C)O1)O)O[H])O', 'C(=O)([C@@]1(C[C@@H](C[C@H](C)O1)O)O[H])O', 'C(=O)([C@@]1(C[C@H](C[C@@H](C)O1)O)O[H])O', 'C(=O)([C@]1(C[C@H](C[C@@H](C)O1)O)O[H])O', 'C(=O)([C@]1(C[C@@H](C[C@@H](C)O1)O)O[H])O', 'C(=O)([C@]1(C[C@@H](C[C@H](C)O1)O)O[H])O', 'C(=O)([C@]1(C[C@H](C[C@H](C)O1)O)O[H])O', 'C(=O)([C@@]1(C[C@@H](C[C@@H](C)O1)O)O[H])O'}
3040	G5	ZKXHLLIXKOUICE	C(C1COC(C(CO)C1O)O)=O	{'C(=O)[C@@H]1CO[C@H]([C@H]([C@@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@H]([C@H]([C@@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@H]([C@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@H]([C@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@H]([C@H]([C@@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@H]([C@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@H]([C@H]([C@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@H]([C@H]([C@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@H]([C@@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@@H]([C@@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@@H]([C@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@@H]([C@@H]([C@@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@H]1O[H])CO)O', 'C(=O)[C@H]1CO[C@@H]([C@H]([C@H]1O)CO)O[H]', 'C(=O)[C@H]1CO[C@H]([C@H]([C@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@H]([C@@H]([C@H]1O)CO[H])O', 'C(=O)[C@H]1CO[C@H]([C@H]([C@H]1O[H])CO)O', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@@H]1O)CO[H])O', 'C(=O)[C@@H]1CO[C@@H]([C@@H]([C@H]1O)CO)O[H]', 'C(=O)[C@@H]1CO[C@H]([C@H]([C@H]1O[H])CO)O'}
3041	G5	DGBGJNKQRVJBJA	C(C1COC(CO)(CC1O)O)=O	{'C(=O)[C@@H]1CO[C@@](C[C@H]1O)(CO)O[H]', 'C(=O)[C@H]1CO[C@](C[C@@H]1O)(CO)O[H]', 'C(=O)[C@@H]1CO[C@](C[C@H]1O)(CO)O[H]', 'C(=O)[C@@H]1CO[C@@](C[C@@H]1O)(CO)O[H]', 'C(=O)[C@@H]1CO[C@](C[C@@H]1O)(CO)O[H]', 'C(=O)[C@H]1CO[C@@](C[C@H]1O)(CO)O[H]', 'C(=O)[C@H]1CO[C@@](C[C@@H]1O)(CO)O[H]', 'C(=O)[C@H]1CO[C@](C[C@H]1O)(CO)O[H]'}
3042	G5	OGPKCFXQJMGSPT	C(C1COC(C)(C(C1O)O)O)=O	{'C(=O)[C@H]1CO[C@@]([C@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@@]([C@@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@]([C@@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@]([C@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@@]([C@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@]([C@@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@@]([C@@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@]([C@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@@]([C@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@]([C@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@@]([C@@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@H]1CO[C@@]([C@@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@@]([C@H]([C@@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@]([C@@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@]([C@H]([C@H]1O)O)(C)O[H]', 'C(=O)[C@@H]1CO[C@]([C@@H]([C@@H]1O)O)(C)O[H]'}
3043	G5	COUDMXWHBOHDRK	C1CC(C(C(O)O1)CO)O	{'C1CO[C@H]([C@@H]([C@@H]1O)CO)O[H]', 'C1CO[C@H]([C@@H]([C@H]1O[H])CO)O', 'C1CO[C@H]([C@H]([C@H]1O[H])CO)O', 'C1CO[C@H]([C@H]([C@@H]1O[H])CO)O', 'C1CO[C@H]([C@H]([C@@H]1O)CO[H])O', 'C1CO[C@@H]([C@H]([C@@H]1O[H])CO)O', 'C1CO[C@H]([C@@H]([C@H]1O)CO)O[H]', 'C1CO[C@H]([C@H]([C@H]1O)CO)O[H]', 'C1CO[C@H]([C@H]([C@H]1O)CO[H])O', 'C1CO[C@@H]([C@H]([C@H]1O[H])CO)O', 'C1CO[C@H]([C@@H]([C@H]1O)CO[H])O', 'C1CO[C@H]([C@@H]([C@@H]1O)CO[H])O', 'C1CO[C@H]([C@H]([C@@H]1O)CO)O[H]', 'C1CO[C@H]([C@@H]([C@@H]1O[H])CO)O', 'C1CO[C@@H]([C@@H]([C@@H]1O[H])CO)O', 'C1CO[C@@H]([C@@H]([C@H]1O)CO)O[H]', 'C1CO[C@@H]([C@@H]([C@H]1O[H])CO)O', 'C1CO[C@@H]([C@H]([C@@H]1O)CO[H])O', 'C1CO[C@@H]([C@H]([C@H]1O)CO[H])O', 'C1CO[C@@H]([C@@H]([C@@H]1O)CO[H])O', 'C1CO[C@@H]([C@H]([C@H]1O)CO)O[H]', 'C1CO[C@@H]([C@@H]([C@@H]1O)CO)O[H]', 'C1CO[C@@H]([C@@H]([C@H]1O)CO[H])O', 'C1CO[C@@H]([C@H]([C@@H]1O)CO)O[H]'}
