	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
2069	G5	CIZOGFXDZBTCED	C(C1(C(O)OCC1O)C(C)O)=O	{'C(=O)[C@@]1([C@H](CO[C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@H](CO[C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@H](CO[C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@H](CO[C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@H](CO[C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](CO[C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](CO[C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](CO[C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](CO[C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](CO[C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](CO[C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](CO[C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@H](CO[C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](CO[C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@H](CO[C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](CO[C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@@H](CO[C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](CO[C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](CO[C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@H](CO[C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@H](CO[C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@@H](CO[C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@@H](CO[C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](CO[C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](CO[C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@@H](CO[C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](CO[C@H]1O)O)[C@@H](C)O[H]'}
2070	G5	IRURSRXCKKLSSC	C1(COCC(C1(C(C)O)O)O)=O	{'C1(=O)COC[C@@H]([C@]1([C@H](C)O)O)O[H]', 'C1(=O)COC[C@H]([C@@]1([C@@H](C)O[H])O)O', 'C1(=O)COC[C@H]([C@]1([C@H](C)O)O)O[H]', 'C1(=O)COC[C@@H]([C@]1([C@@H](C)O)O)O[H]', 'C1(=O)COC[C@H]([C@]1([C@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@]1([C@H](C)O)O[H])O', 'C1(=O)COC[C@@H]([C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)COC[C@@H]([C@@]1([C@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@@]1([C@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@@]1([C@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@@]1([C@@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@@]1([C@H](C)O)O)O[H]', 'C1(=O)COC[C@H]([C@@]1([C@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@@]1([C@@H](C)O)O[H])O', 'C1(=O)COC[C@@H]([C@]1([C@@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@@]1([C@@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@]1([C@@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)COC[C@H]([C@]1([C@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@]1([C@@H](C)O)O[H])O', 'C1(=O)COC[C@H]([C@]1([C@@H](C)O[H])O)O', 'C1(=O)COC[C@@H]([C@@]1([C@H](C)O)O)O[H]', 'C1(=O)COC[C@H]([C@]1([C@@H](C)O)O)O[H]', 'C1(=O)COC[C@@H]([C@]1([C@H](C)O[H])O)O'}
2071	G5	LKLHEHSLGXJDOX	C1(C(C(C)O)C(C(CO1)O)O)=O	{'C1(=O)[C@@H]([C@@H]([C@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO1)O)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@H](CO1)O[H])O)[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O[H])O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO1)O)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@H](CO1)O)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@@H](CO1)O)O)[C@@H](C)O[H]'}
2072	G5	OJVCIIFOOZKZKJ	C1(CC(O)OCC1(C(C)O)O)=O	{'C1(=O)C[C@@H](OC[C@@]1([C@@H](C)O)O[H])O', 'C1(=O)C[C@H](OC[C@]1([C@@H](C)O)O[H])O', 'C1(=O)C[C@@H](OC[C@@]1([C@@H](C)O[H])O)O', 'C1(=O)C[C@@H](OC[C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)C[C@@H](OC[C@@]1([C@H](C)O)O[H])O', 'C1(=O)C[C@H](OC[C@]1([C@@H](C)O[H])O)O', 'C1(=O)C[C@H](OC[C@@]1([C@H](C)O)O)O[H]', 'C1(=O)C[C@@H](OC[C@]1([C@@H](C)O[H])O)O', 'C1(=O)C[C@H](OC[C@]1([C@H](C)O)O)O[H]', 'C1(=O)C[C@@H](OC[C@@]1([C@H](C)O[H])O)O', 'C1(=O)C[C@H](OC[C@@]1([C@H](C)O[H])O)O', 'C1(=O)C[C@H](OC[C@@]1([C@@H](C)O)O[H])O', 'C1(=O)C[C@@H](OC[C@@]1([C@H](C)O)O)O[H]', 'C1(=O)C[C@@H](OC[C@]1([C@H](C)O[H])O)O', 'C1(=O)C[C@@H](OC[C@]1([C@H](C)O)O)O[H]', 'C1(=O)C[C@@H](OC[C@]1([C@@H](C)O)O)O[H]', 'C1(=O)C[C@H](OC[C@]1([C@@H](C)O)O)O[H]', 'C1(=O)C[C@H](OC[C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)C[C@H](OC[C@]1([C@H](C)O[H])O)O', 'C1(=O)C[C@@H](OC[C@]1([C@H](C)O)O[H])O', 'C1(=O)C[C@H](OC[C@@]1([C@H](C)O)O[H])O', 'C1(=O)C[C@@H](OC[C@]1([C@@H](C)O)O[H])O', 'C1(=O)C[C@H](OC[C@]1([C@H](C)O)O[H])O', 'C1(=O)C[C@H](OC[C@@]1([C@@H](C)O[H])O)O'}
2073	G5	RXGZZGAYXWYWID	C1(CCOC(C1(C(C)O)O)O)=O	{'C1(=O)CCO[C@H]([C@]1([C@@H](C)O[H])O)O', 'C1(=O)CCO[C@@H]([C@@]1([C@H](C)O)O[H])O', 'C1(=O)CCO[C@@H]([C@]1([C@H](C)O[H])O)O', 'C1(=O)CCO[C@H]([C@]1([C@@H](C)O)O[H])O', 'C1(=O)CCO[C@H]([C@]1([C@H](C)O)O[H])O', 'C1(=O)CCO[C@H]([C@]1([C@H](C)O[H])O)O', 'C1(=O)CCO[C@@H]([C@@]1([C@H](C)O)O)O[H]', 'C1(=O)CCO[C@@H]([C@]1([C@@H](C)O)O[H])O', 'C1(=O)CCO[C@H]([C@@]1([C@@H](C)O[H])O)O', 'C1(=O)CCO[C@H]([C@@]1([C@H](C)O)O)O[H]', 'C1(=O)CCO[C@@H]([C@@]1([C@H](C)O[H])O)O', 'C1(=O)CCO[C@@H]([C@@]1([C@@H](C)O)O[H])O', 'C1(=O)CCO[C@@H]([C@]1([C@H](C)O)O[H])O', 'C1(=O)CCO[C@H]([C@]1([C@@H](C)O)O)O[H]', 'C1(=O)CCO[C@@H]([C@@]1([C@@H](C)O[H])O)O', 'C1(=O)CCO[C@H]([C@@]1([C@H](C)O)O[H])O', 'C1(=O)CCO[C@H]([C@@]1([C@H](C)O[H])O)O', 'C1(=O)CCO[C@H]([C@@]1([C@@H](C)O)O[H])O', 'C1(=O)CCO[C@@H]([C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)CCO[C@@H]([C@]1([C@H](C)O)O)O[H]', 'C1(=O)CCO[C@H]([C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)CCO[C@@H]([C@]1([C@@H](C)O[H])O)O', 'C1(=O)CCO[C@@H]([C@]1([C@@H](C)O)O)O[H]', 'C1(=O)CCO[C@H]([C@]1([C@H](C)O)O)O[H]'}
2074	G5	RUSUHOKQZCZWCS	C(C(C(C=C)=O)(C(C)O)O)(O)=O	{'C=CC(=O)[C@](C(=O)O)([C@@H](C)O)O[H]', 'C=CC(=O)[C@](C(=O)O)([C@@H](C)O[H])O', 'C=CC(=O)[C@@](C(=O)O[H])([C@H](C)O)O', 'C=CC(=O)[C@](C(=O)O[H])([C@@H](C)O)O', 'C=CC(=O)[C@@](C(=O)O)([C@@H](C)O[H])O', 'C=CC(=O)[C@@](C(=O)O[H])([C@@H](C)O)O', 'C=CC(=O)[C@@](C(=O)O)([C@@H](C)O)O[H]', 'C=CC(=O)[C@@](C(=O)O)([C@H](C)O[H])O', 'C=CC(=O)[C@@](C(=O)O)([C@H](C)O)O[H]', 'C=CC(=O)[C@](C(=O)O)([C@H](C)O)O[H]', 'C=CC(=O)[C@](C(=O)O)([C@H](C)O[H])O', 'C=CC(=O)[C@](C(=O)O[H])([C@H](C)O)O'}
2075	G5	URHWOJQCLQHILO	C(C1(COC(C1O)O)C(C)O)=O	{'C(=O)[C@]1(CO[C@H]([C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1(CO[C@@H]([C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1(CO[C@H]([C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1(CO[C@H]([C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@]1(CO[C@H]([C@@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@@H]1O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@@]1(CO[C@@H]([C@H]1O)O[H])[C@@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@H]1O)O[H])[C@H](C)O', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@@H]([C@@H]1O)O[H])[C@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O[H])O)[C@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@]1(CO[C@H]([C@H]1O[H])O)[C@H](C)O', 'C(=O)[C@]1(CO[C@H]([C@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@@H]1O[H])O)[C@@H](C)O', 'C(=O)[C@]1(CO[C@@H]([C@@H]1O)O)[C@H](C)O[H]', 'C(=O)[C@@]1(CO[C@H]([C@H]1O[H])O)[C@@H](C)O'}
2076	G5	GOJGBCYYZCHBBV	C(C1(C(C)O)C(CC(O1)O)O)=O	{'C(=O)[C@@]1([C@@H](C[C@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@]1([C@H](C[C@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](C[C@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@H](C[C@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@@]1([C@H](C[C@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@H](C[C@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@H](C[C@@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@H](C[C@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@@H](C[C@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@@H](C[C@H](O1)O)O[H])[C@@H](C)O', 'C(=O)[C@]1([C@H](C[C@@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@@H](C[C@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@@]1([C@H](C[C@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@@H](C[C@H](O1)O[H])O)[C@@H](C)O', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O[H])O)[C@H](C)O', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O)O[H])[C@H](C)O', 'C(=O)[C@]1([C@H](C[C@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@]1([C@H](C[C@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@H](C[C@@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@@H](C[C@@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@]1([C@@H](C[C@@H](O1)O)O)[C@@H](C)O[H]', 'C(=O)[C@@]1([C@H](C[C@H](O1)O)O)[C@H](C)O[H]', 'C(=O)[C@@]1([C@H](C[C@@H](O1)O)O)[C@@H](C)O[H]'}
2077	G5	WUNZBXRNXFGHIF	C1(C(O)OCC1(C(C)O)O)=O	{'C1(=O)[C@@H](OC[C@]1([C@H](C)O[H])O)O', 'C1(=O)[C@H](OC[C@]1([C@H](C)O)O[H])O', 'C1(=O)[C@H](OC[C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)[C@@H](OC[C@@]1([C@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@]1([C@@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@]1([C@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@@]1([C@@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@@]1([C@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@@]1([C@@H](C)O[H])O)O', 'C1(=O)[C@@H](OC[C@]1([C@@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@@]1([C@H](C)O[H])O)O', 'C1(=O)[C@@H](OC[C@]1([C@@H](C)O[H])O)O', 'C1(=O)[C@H](OC[C@@]1([C@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@@]1([C@@H](C)O)O[H])O', 'C1(=O)[C@H](OC[C@]1([C@@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@]1([C@H](C)O)O)O[H]', 'C1(=O)[C@@H](OC[C@@]1([C@H](C)O[H])O)O', 'C1(=O)[C@H](OC[C@]1([C@@H](C)O[H])O)O', 'C1(=O)[C@@H](OC[C@]1([C@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@@]1([C@@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@@]1([C@H](C)O)O)O[H]', 'C1(=O)[C@H](OC[C@]1([C@@H](C)O)O[H])O', 'C1(=O)[C@@H](OC[C@@]1([C@@H](C)O[H])O)O', 'C1(=O)[C@H](OC[C@]1([C@H](C)O[H])O)O'}
2078	G5	WGKGJYUOHKJVTI	C(C(C=O)(C(CC(C)O)O)O)=O	{'C(=O)C(C=O)([C@@H](C[C@H](C)O[H])O)O', 'C(=O)C(C=O)([C@@H](C[C@@H](C)O)O)O[H]', 'C(=O)C(C=O)([C@@H](C[C@@H](C)O)O[H])O', 'C(=O)C(C=O)([C@H](C[C@H](C)O[H])O)O', 'C(=O)C(C=O)([C@@H](C[C@@H](C)O[H])O)O', 'C(=O)C(C=O)([C@H](C[C@@H](C)O)O[H])O', 'C(=O)C(C=O)([C@H](C[C@H](C)O)O)O[H]', 'C(=O)C(C=O)([C@@H](C[C@H](C)O)O[H])O', 'C(=O)C(C=O)([C@H](C[C@@H](C)O)O)O[H]', 'C(=O)C(C=O)([C@H](C[C@@H](C)O[H])O)O', 'C(=O)C(C=O)([C@@H](C[C@H](C)O)O)O[H]', 'C(=O)C(C=O)([C@H](C[C@H](C)O)O[H])O'}
2079	G5	LHXVNLJIOKWSDW	C(C(C=O)(CO)C(C(C)O)O)=O	{'C(=O)C(C=O)(CO[H])[C@@H]([C@@H](C)O)O', 'C(=O)C(C=O)(CO)[C@@H]([C@H](C)O[H])O', 'C(=O)C(C=O)(CO)[C@@H]([C@H](C)O)O[H]', 'C(=O)C(C=O)(CO[H])[C@@H]([C@H](C)O)O', 'C(=O)C(C=O)(CO)[C@H]([C@H](C)O[H])O', 'C(=O)C(C=O)(CO[H])[C@H]([C@@H](C)O)O', 'C(=O)C(C=O)(CO)[C@@H]([C@@H](C)O)O[H]', 'C(=O)C(C=O)(CO)[C@H]([C@H](C)O)O[H]', 'C(=O)C(C=O)(CO)[C@H]([C@@H](C)O[H])O', 'C(=O)C(C=O)(CO)[C@H]([C@@H](C)O)O[H]', 'C(=O)C(C=O)(CO)[C@@H]([C@@H](C)O[H])O', 'C(=O)C(C=O)(CO[H])[C@H]([C@H](C)O)O'}
2080	G5	JJMHBWKTAFYLCS	C(C(C=O)(C(CCO)O)O)=O	{'C(=O)C(C=O)([C@H](CCO[H])O)O', 'C(=O)C(C=O)([C@H](CCO)O[H])O', 'C(=O)C(C=O)([C@@H](CCO)O[H])O', 'C(=O)C(C=O)([C@H](CCO)O)O[H]', 'C(=O)C(C=O)([C@@H](CCO[H])O)O', 'C(=O)C(C=O)([C@@H](CCO)O)O[H]'}
