Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
G4	JJDXXLPUVMONKE	C(C)(C(CO)(C(C(N)=C)O)O)=O	{'C=C([C@@H]([C@](C(=O)C)(CO)O)O)N([H])[H]', 'C=C([C@H]([C@](C(=O)C)(CO)O)O)N([H])[H]', 'C=C([C@H]([C@@](C(=O)C)(CO)O)O)N([H])[H]', 'C=C([C@@H]([C@@](C(=O)C)(CO)O)O)N([H])[H]'}
G4	ADILBTJFDZDDRS	C(C)(C(CO)(C(C=CN)O)O)=O	{'C(=C\\N([H])[H])/[C@H]([C@@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])/[C@H]([C@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@](C(=O)C)(CO)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@](C(=O)C)(CO)O)O'}
G4	LNJGAJHVZCXGHE	C(C)(C(CO)(C(CCN)O)O)=O	{'C(=O)(C)[C@@](CO)([C@H](CCN([H])[H])O)O', 'C(=O)(C)[C@](CO)([C@H](CCN([H])[H])O)O', 'C(=O)(C)[C@](CO)([C@@H](CCN([H])[H])O)O', 'C(=O)(C)[C@@](CO)([C@@H](CCN([H])[H])O)O'}
G4	GENQLVXCQLJPSG	C(C(C=O)(CNCCO)O)(O)=O	{'C(=O)[C@](C(=O)O)(CNCCO[H])O', 'C(=O)[C@@](C(=O)O)(CNCCO)O[H]', 'C(=O)[C@@](C(=O)O)(CNCCO[H])O', 'C(=O)[C@](C(=O)O)(CNCCO)O[H]', 'C(=O)[C@](C(=O)O[H])(CNCCO)O', 'C(=O)[C@@](C(=O)O[H])(CNCCO)O'}
G4	QVYWCDUCXNHRSI	C(C(C(O)=O)(C(CN)O)N)(O)=O	{'C(=O)([C@@](C(=O)O)([C@H](CN)O)N)O[H]', 'C(=O)([C@](C(=O)O)([C@H](CN)O)N)O[H]', 'C(=O)(C(C(=O)O)([C@@H](CN)O[H])N)O', 'C(=O)([C@@](C(=O)O)([C@@H](CN)O)N)O[H]', 'C(=O)(C(C(=O)O)([C@H](CN)O[H])N)O', 'C(=O)([C@](C(=O)O)([C@@H](CN)O)N)O[H]'}
G4	WWJNRXCWGKWMMQ	C(C(C(O)=O)(CO)N)(O)=O	{'C(=O)([C@@](C(=O)O)(CO)N)O[H]', 'C(=O)([C@](C(=O)O)(CO)N)O[H]', 'C(=O)(C(C(=O)O)(CO[H])N)O'}
G4	PDRAYOYYTKTOJS	C(C(CO)(C(C(C)N)O)N)(O)=O	{'C(=O)([C@](CO)([C@H]([C@@H](C)N([H])[H])O)N)O', 'C(=O)([C@](CO)([C@@H]([C@H](C)N([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@H]([C@@H](C)N([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@H]([C@H](C)N([H])[H])O)N)O', 'C(=O)([C@](CO)([C@@H]([C@@H](C)N([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@@H]([C@H](C)N([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@@H]([C@@H](C)N([H])[H])O)N)O', 'C(=O)([C@](CO)([C@H]([C@H](C)N([H])[H])O)N)O'}
G4	YTBUCJHAOXIUJD	C(C(CO)(C(CN)(C)O)N)(O)=O	{'C(=O)([C@](CO)([C@@](C)(CN)O[H])N)O', 'C(=O)([C@](CO)([C@](C)(CN)O)N)O[H]', 'C(=O)([C@@](CO)([C@](C)(CN([H])[H])O)N)O', 'C(=O)([C@](CO[H])([C@](C)(CN)O)N)O', 'C(=O)([C@](CO)([C@](C)(CN)O)N([H])[H])O', 'C(=O)([C@](CO)([C@](C)(CN)O[H])N)O', 'C(=O)([C@@](CO)([C@@](C)(CN)O)N([H])[H])O', 'C(=O)([C@@](CO)([C@](C)(CN)O[H])N)O', 'C(=O)([C@@](CO)([C@](C)(CN)O)N)O[H]', 'C(=O)([C@](CO)([C@@](C)(CN)O)N)O[H]', 'C(=O)([C@](CO)([C@](C)(CN([H])[H])O)N)O', 'C(=O)([C@](CO)([C@@](C)(CN([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@](C)(CN)O)N([H])[H])O', 'C(=O)([C@](CO[H])([C@@](C)(CN)O)N)O', 'C(=O)([C@@](CO)([C@@](C)(CN([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@@](C)(CN)O[H])N)O', 'C(=O)([C@@](CO[H])([C@@](C)(CN)O)N)O', 'C(=O)([C@](CO)([C@@](C)(CN)O)N([H])[H])O', 'C(=O)([C@@](CO)([C@@](C)(CN)O)N)O[H]', 'C(=O)([C@@](CO[H])([C@](C)(CN)O)N)O'}
G4	FBMPSOJMXAGHBS	C(C(CO)(C(C(N)=C)O)N)(O)=O	{'C=C([C@@H]([C@](C(=O)O)(CO)N)O)N([H])[H]', 'C=C([C@@H]([C@@](C(=O)O)(CO)N)O)N([H])[H]', 'C=C([C@H]([C@](C(=O)O)(CO)N)O)N([H])[H]', 'C=C([C@H]([C@@](C(=O)O)(CO)N)O)N([H])[H]'}
G4	DICUUJQVIKPUET	C(C(CO)(C(C=CN)O)N)(O)=O	{'C(=C\\N([H])[H])\\[C@@H]([C@@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])/[C@@H]([C@@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])/[C@@H]([C@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])\\[C@H]([C@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])\\[C@@H]([C@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])\\[C@H]([C@@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])/[C@H]([C@@](C(=O)O)(CO)N)O', 'C(=C\\N([H])[H])/[C@H]([C@](C(=O)O)(CO)N)O'}
G4	PZAOEVUOUCUESK	C(C(CO)(C(CCN)O)N)(O)=O	{'C(=O)([C@](CO[H])([C@@H](CCN)O)N)O', 'C(=O)([C@@](CO)([C@H](CCN)O)N([H])[H])O', 'C(=O)([C@@](CO)([C@H](CCN)O)N)O[H]', 'C(=O)([C@@](CO)([C@H](CCN)O[H])N)O', 'C(=O)([C@](CO)([C@@H](CCN)O)N)O[H]', 'C(=O)([C@](CO)([C@H](CCN)O[H])N)O', 'C(=O)([C@](CO)([C@@H](CCN([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@@H](CCN)O)N)O[H]', 'C(=O)([C@@](CO[H])([C@@H](CCN)O)N)O', 'C(=O)([C@](CO)([C@H](CCN([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@@H](CCN([H])[H])O)N)O', 'C(=O)([C@@](CO)([C@H](CCN([H])[H])O)N)O', 'C(=O)([C@](CO)([C@H](CCN)O)N([H])[H])O', 'C(=O)([C@@](CO)([C@@H](CCN)O)N([H])[H])O', 'C(=O)([C@](CO)([C@@H](CCN)O[H])N)O', 'C(=O)([C@@](CO)([C@@H](CCN)O[H])N)O', 'C(=O)([C@](CO[H])([C@H](CCN)O)N)O', 'C(=O)([C@@](CO[H])([C@H](CCN)O)N)O', 'C(=O)([C@](CO)([C@H](CCN)O)N)O[H]', 'C(=O)([C@](CO)([C@@H](CCN)O)N([H])[H])O'}
G4	GAYZSWQYZUDUDV	C(C(C(C)=O)(C(C(O)=O)O)N)=O	{'C(=O)[C@](C(=O)C)([C@@H](C(=O)O)O[H])N', 'C(=O)[C@@](C(=O)C)([C@H](C(=O)O)O[H])N', 'C(=O)[C@@](C(=O)C)([C@@H](C(=O)O[H])O)N', 'C(=O)[C@](C(=O)C)([C@H](C(=O)O[H])O)N', 'C(=O)[C@](C(=O)C)([C@H](C(=O)O)O[H])N', 'C(=O)[C@@](C(=O)C)([C@H](C(=O)O[H])O)N', 'C(=O)[C@](C(=O)C)([C@@H](C(=O)O[H])O)N', 'C(=O)[C@@](C(=O)C)([C@@H](C(=O)O)O[H])N'}
G4	BVDKENGTZYEKIV	C(C(C(CN)N)(C(C(O)=O)O)N)=O	{'C(=O)[C@@]([C@H](C(=O)O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@@H](CN)N([H])[H])N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@H](CN)N)N([H])[H]', 'C(=O)[C@]([C@H](C(=O)O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@H](CN)N)N([H])[H]', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@@H](CN)N([H])[H])N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@H](CN)N)N([H])[H]', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@@H](CN)N([H])[H])N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@@H](CN)N([H])[H])N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@H](CN)N)N([H])[H]'}
G4	SHMNVEJNGZXTQZ	C(C(C(CN)N)(C(C(O)=O)O)O)=O	{'C(=O)[C@@]([C@@H](C(=O)O[H])O)([C@@H](CN)N)O', 'C(=O)[C@@]([C@@H](C(=O)O[H])O)([C@H](CN)N)O', 'C(=O)[C@@]([C@H](C(=O)O[H])O)([C@H](CN)N)O', 'C(=O)[C@]([C@H](C(=O)O)O[H])([C@@H](CN)N)O', 'C(=O)[C@]([C@H](C(=O)O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@]([C@H](C(=O)O)O[H])([C@H](CN)N)O', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@H](CN)N)O[H]', 'C(=O)[C@]([C@@H](C(=O)O[H])O)([C@H](CN)N)O', 'C(=O)[C@]([C@@H](C(=O)O)O[H])([C@H](CN)N)O', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@H](CN)N)O[H]', 'C(=O)[C@]([C@H](C(=O)O)O)([C@H](CN)N)O[H]', 'C(=O)[C@@]([C@@H](C(=O)O)O[H])([C@H](CN)N)O', 'C(=O)[C@@]([C@H](C(=O)O[H])O)([C@@H](CN)N)O', 'C(=O)[C@]([C@H](C(=O)O[H])O)([C@@H](CN)N)O', 'C(=O)[C@@]([C@H](C(=O)O)O[H])([C@@H](CN)N)O', 'C(=O)[C@]([C@@H](C(=O)O)O[H])([C@@H](CN)N)O', 'C(=O)[C@]([C@H](C(=O)O[H])O)([C@H](CN)N)O', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@H](CN)N)O[H]', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@]([C@@H](C(=O)O[H])O)([C@@H](CN)N)O', 'C(=O)[C@@]([C@@H](C(=O)O)O[H])([C@@H](CN)N)O', 'C(=O)[C@@]([C@H](C(=O)O)O[H])([C@H](CN)N)O'}
G4	YXDNQGGREOWXSW	C(C(C(CO)N)(C(C(O)=O)O)N)=O	{'C(=O)[C@]([C@@H](C(=O)O[H])O)([C@H](CO)N)N', 'C(=O)[C@]([C@H](C(=O)O)O[H])([C@@H](CO)N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O[H])([C@H](CO)N)N', 'C(=O)[C@]([C@@H](C(=O)O[H])O)([C@@H](CO)N)N', 'C(=O)[C@@]([C@H](C(=O)O[H])O)([C@H](CO)N)N', 'C(=O)[C@@]([C@@H](C(=O)O[H])O)([C@@H](CO)N)N', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@H](CO[H])N)N', 'C(=O)[C@@]([C@@H](C(=O)O[H])O)([C@H](CO)N)N', 'C(=O)[C@]([C@H](C(=O)O)O[H])([C@H](CO)N)N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@H](CO[H])N)N', 'C(=O)[C@@]([C@H](C(=O)O)O[H])([C@H](CO)N)N', 'C(=O)[C@]([C@@H](C(=O)O)O)([C@@H](CO[H])N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O[H])([C@@H](CO)N)N', 'C(=O)[C@]([C@@H](C(=O)O)O[H])([C@H](CO)N)N', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@@H](CO[H])N)N', 'C(=O)[C@]([C@H](C(=O)O)O)([C@@H](CO[H])N)N', 'C(=O)[C@]([C@H](C(=O)O[H])O)([C@H](CO)N)N', 'C(=O)[C@]([C@H](C(=O)O[H])O)([C@@H](CO)N)N', 'C(=O)[C@@]([C@H](C(=O)O)O[H])([C@@H](CO)N)N', 'C(=O)[C@]([C@@H](C(=O)O)O[H])([C@@H](CO)N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@@H](CO[H])N)N', 'C(=O)[C@@]([C@@H](C(=O)O)O)([C@H](CO[H])N)N', 'C(=O)[C@@]([C@H](C(=O)O)O)([C@H](CO[H])N)N', 'C(=O)[C@@]([C@H](C(=O)O[H])O)([C@@H](CO)N)N'}
G4	SZCPPYDPNYGVKC	C(C)(C(CN)(C(C(O)=O)O)O)=O	{'C(=O)(C)[C@](CN)([C@H](C(=O)O)O[H])O', 'C(=O)(C)[C@](CN)([C@@H](C(=O)O[H])O)O', 'C(=O)(C)[C@@](CN)([C@H](C(=O)O)O)O[H]', 'C(=O)(C)[C@](CN)([C@H](C(=O)O)O)O[H]', 'C(=O)(C)[C@](CN)([C@@H](C(=O)O)O[H])O', 'C(=O)(C)[C@@](CN)([C@H](C(=O)O[H])O)O', 'C(=O)(C)[C@@](CN)([C@@H](C(=O)O)O)O[H]', 'C(=O)(C)[C@@](CN)([C@H](C(=O)O)O[H])O', 'C(=O)(C)[C@@](CN)([C@@H](C(=O)O[H])O)O', 'C(=O)(C)[C@@](CN)([C@@H](C(=O)O)O[H])O', 'C(=O)(C)[C@](CN)([C@@H](C(=O)O)O)O[H]', 'C(=O)(C)[C@](CN)([C@H](C(=O)O[H])O)O'}
G4	NCHFBRBFHSRBBM	C(C(C(O)=O)(CN)O)(O)=O	{'C(=O)([C@@](C(=O)O)(CN)O)O[H]', 'C(=O)(C(C(=O)O)(CN)O[H])O', 'C(=O)([C@](C(=O)O)(CN)O)O[H]'}
G4	MKQXPVQUNYYPMJ	C(C(CN)(C(C(C)N)O)O)(O)=O	{'C(=O)([C@](CN)([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)([C@](CN)([C@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)([C@](CN)([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)([C@](CN)([C@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@H]([C@H](C)N([H])[H])O)O)O'}
G4	XSFPERNPZGWSRF	C(C(CN)(C(C)(CN)O)O)(O)=O	{'C(=O)([C@@](CN([H])[H])([C@@](C)(CN)O)O)O', 'C(=O)([C@@](CN([H])[H])([C@](C)(CN)O)O)O', 'C(=O)([C@](CN)([C@@](C)(CN)O)O[H])O', 'C(=O)([C@@](CN)([C@](C)(CN)O)O[H])O', 'C(=O)([C@](CN)([C@](C)(CN([H])[H])O)O)O', 'C(=O)([C@](CN)([C@@](C)(CN([H])[H])O)O)O', 'C(=O)([C@](CN([H])[H])([C@](C)(CN)O)O)O', 'C(=O)([C@](CN)([C@@](C)(CN)O[H])O)O', 'C(=O)([C@@](CN)([C@@](C)(CN)O)O[H])O', 'C(=O)([C@](CN)([C@](C)(CN)O)O)O[H]', 'C(=O)([C@](CN)([C@@](C)(CN)O)O)O[H]', 'C(=O)([C@](CN)([C@](C)(CN)O)O[H])O', 'C(=O)([C@@](CN)([C@](C)(CN)O)O)O[H]', 'C(=O)([C@](CN([H])[H])([C@@](C)(CN)O)O)O', 'C(=O)([C@](CN)([C@](C)(CN)O[H])O)O', 'C(=O)([C@@](CN)([C@@](C)(CN)O[H])O)O', 'C(=O)([C@@](CN)([C@](C)(CN([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@@](C)(CN([H])[H])O)O)O', 'C(=O)([C@@](CN)([C@](C)(CN)O[H])O)O', 'C(=O)([C@@](CN)([C@@](C)(CN)O)O)O[H]'}
G4	DPAJZUVSJDKFSG	C(C(CN)(C(C(N)=C)O)O)(O)=O	{'C=C([C@H]([C@@](C(=O)O)(CN)O)O)N([H])[H]', 'C=C([C@@H]([C@@](C(=O)O)(CN)O)O)N([H])[H]', 'C=C([C@@H]([C@](C(=O)O)(CN)O)O)N([H])[H]', 'C=C([C@H]([C@](C(=O)O)(CN)O)O)N([H])[H]'}
G4	JMDAKORMZYUEFU	C(C(CN)(C(C=CN)O)O)(O)=O	{'C(=C\\N([H])[H])\\[C@H]([C@@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])/[C@H]([C@@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@](C(=O)O)(CN)O)O', 'C(=C\\N([H])[H])/[C@H]([C@](C(=O)O)(CN)O)O'}
G4	PVAGRWNHUAFMPM	C(C(CN)(C(CCN)O)O)(O)=O	{'C(=O)([C@@](CN)([C@H](CCN)O)O)O[H]', 'C(=O)([C@@](CN)([C@H](CCN([H])[H])O)O)O', 'C(=O)([C@](CN)([C@@H](CCN)O)O[H])O', 'C(=O)([C@@](CN)([C@@H](CCN)O[H])O)O', 'C(=O)([C@@](CN)([C@H](CCN)O[H])O)O', 'C(=O)([C@@](CN([H])[H])([C@H](CCN)O)O)O', 'C(=O)([C@](CN)([C@@H](CCN)O[H])O)O', 'C(=O)([C@](CN)([C@H](CCN)O[H])O)O', 'C(=O)([C@](CN)([C@H](CCN)O)O[H])O', 'C(=O)([C@](CN)([C@@H](CCN([H])[H])O)O)O', 'C(=O)([C@@](CN([H])[H])([C@@H](CCN)O)O)O', 'C(=O)([C@@](CN)([C@@H](CCN)O)O)O[H]', 'C(=O)([C@](CN([H])[H])([C@H](CCN)O)O)O', 'C(=O)([C@](CN)([C@@H](CCN)O)O)O[H]', 'C(=O)([C@](CN)([C@H](CCN([H])[H])O)O)O', 'C(=O)([C@](CN([H])[H])([C@@H](CCN)O)O)O', 'C(=O)([C@@](CN)([C@H](CCN)O)O[H])O', 'C(=O)([C@@](CN)([C@@H](CCN([H])[H])O)O)O', 'C(=O)([C@](CN)([C@H](CCN)O)O)O[H]', 'C(=O)([C@@](CN)([C@@H](CCN)O)O[H])O'}
G4	LZPIWHUVEQZPIA	C(C(C(O)=O)(C(C)O)N)(O)=O	{'C(=O)([C@@](C(=O)O)([C@H](C)O)N)O[H]', 'C(=O)([C@@](C(=O)O)([C@@H](C)O)N)O[H]', 'C(=O)(C(C(=O)O)([C@@H](C)O[H])N)O', 'C(=O)([C@](C(=O)O)([C@H](C)O)N)O[H]', 'C(=O)(C(C(=O)O)([C@H](C)O[H])N)O', 'C(=O)([C@](C(=O)O)([C@@H](C)O)N)O[H]'}
G4	PBBYOPNANAQIFD	C(C(C=O)(C(CCO)=O)N)(O)=O	{'C(=O)[C@@](C(=O)CCO)(C(=O)O[H])N', 'C(=O)[C@](C(=O)CCO)(C(=O)O[H])N', 'C(=O)[C@](C(=O)CCO[H])(C(=O)O)N', 'C(=O)[C@@](C(=O)CCO[H])(C(=O)O)N'}
G4	YLMMGJALZRFXMT	C(C(C=O)(C(CN)=O)CO)(O)=O	{'C(=O)[C@@](C(=O)CN)(C(=O)O)CO[H]', 'C(=O)[C@@](C(=O)CN)(C(=O)O[H])CO', 'C(=O)[C@](C(=O)CN)(C(=O)O[H])CO', 'C(=O)[C@](C(=O)CN)(C(=O)O)CO[H]'}
G4	CFRTULXEMNLCNI	C(C(C=O)(C(N)=C)O)(O)=O	{'C=C([C@](C=O)(C(=O)O)O)N([H])[H]', 'C=C([C@@](C=O)(C(=O)O)O)N([H])[H]'}
G4	VEDIYNSSHYEEFT	C(C(C=O)(CNCCO)N)(O)=O	{'C(=O)[C@](C(=O)O)(CNCCO)N([H])[H]', 'C(=O)[C@@](C(=O)O)(CNCCO[H])N', 'C(=O)[C@@](C(=O)O)(CNCCO)N([H])[H]', 'C(=O)[C@](C(=O)O)(CNCCO[H])N', 'C(=O)[C@](C(=O)O[H])(CNCCO)N', 'C(=O)[C@@](C(=O)O[H])(CNCCO)N'}
G4	VUXLRAOOHSLWCC	C(C(C(O)=O)(CNCC(O)=O)N)=O	{'C(=O)[C@](C(=O)O)(CNCC(=O)O[H])N', 'C(=O)[C@](C(=O)O[H])(CNCC(=O)O)N', 'C(=O)[C@@](C(=O)O)(CNCC(=O)O[H])N', 'C(=O)[C@@](C(=O)O[H])(CNCC(=O)O)N'}
G4	ARTSWTBLSRLKCM	C(C(C=O)(C(C(CO)O)N)N)(O)=O	{'C(=O)[C@](C(=O)O[H])([C@H]([C@@H](CO)O)N)N', 'C(=O)[C@](C(=O)O)([C@@H]([C@@H](CO[H])O)N)N', 'C(=O)[C@](C(=O)O)([C@@H]([C@H](CO[H])O)N)N', 'C(=O)[C@@](C(=O)O[H])([C@H]([C@H](CO)O)N)N', 'C(=O)[C@@](C(=O)O)([C@H]([C@H](CO)O[H])N)N', 'C(=O)[C@](C(=O)O[H])([C@@H]([C@@H](CO)O)N)N', 'C(=O)[C@@](C(=O)O[H])([C@@H]([C@@H](CO)O)N)N', 'C(=O)[C@@](C(=O)O)([C@@H]([C@H](CO)O[H])N)N', 'C(=O)[C@](C(=O)O)([C@H]([C@@H](CO)O[H])N)N', 'C(=O)[C@@](C(=O)O)([C@H]([C@@H](CO[H])O)N)N', 'C(=O)[C@](C(=O)O)([C@@H]([C@@H](CO)O[H])N)N', 'C(=O)[C@@](C(=O)O[H])([C@H]([C@@H](CO)O)N)N', 'C(=O)[C@@](C(=O)O)([C@@H]([C@@H](CO)O[H])N)N', 'C(=O)[C@@](C(=O)O)([C@H]([C@@H](CO)O[H])N)N', 'C(=O)[C@@](C(=O)O)([C@@H]([C@@H](CO[H])O)N)N', 'C(=O)[C@](C(=O)O)([C@@H]([C@H](CO)O[H])N)N', 'C(=O)[C@](C(=O)O)([C@H]([C@H](CO)O[H])N)N', 'C(=O)[C@](C(=O)O)([C@H]([C@@H](CO[H])O)N)N', 'C(=O)[C@](C(=O)O[H])([C@H]([C@H](CO)O)N)N', 'C(=O)[C@@](C(=O)O)([C@H]([C@H](CO[H])O)N)N', 'C(=O)[C@](C(=O)O)([C@H]([C@H](CO[H])O)N)N', 'C(=O)[C@@](C(=O)O)([C@@H]([C@H](CO[H])O)N)N', 'C(=O)[C@@](C(=O)O[H])([C@@H]([C@H](CO)O)N)N', 'C(=O)[C@](C(=O)O[H])([C@@H]([C@H](CO)O)N)N'}
G4	MMCPRPSPHLOLHN	C(C(C(O)=O)(C(CN)N)N)=O	{'C(=O)[C@@](C(=O)O)([C@@H](CN)N([H])[H])N', 'C(=O)[C@@](C(=O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@](C(=O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@@](C(=O)O)([C@H](CN)N([H])[H])N', 'C(=O)[C@@](C(=O)O)([C@H](CN)N)N([H])[H]', 'C(=O)[C@@](C(=O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@](C(=O)O)([C@@H](CN)N)N([H])[H]', 'C(=O)[C@](C(=O)O)([C@H](CN)N)N([H])[H]', 'C(=O)[C@@](C(=O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@](C(=O)O)([C@H](CN([H])[H])N)N', 'C(=O)[C@](C(=O)O)([C@@H](CN([H])[H])N)N', 'C(=O)[C@](C(=O)O)([C@@H](CN)N([H])[H])N'}
G4	BAKMYDQWFGJVTK	C(C(C=O)(C(CN)N)O)(O)=O	{'C(=O)[C@@](C(=O)O)([C@H](CN([H])[H])N)O', 'C(=O)[C@](C(=O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@@](C(=O)O[H])([C@H](CN)N)O', 'C(=O)[C@@](C(=O)O)([C@@H](CN([H])[H])N)O', 'C(=O)[C@](C(=O)O)([C@H](CN)N)O[H]', 'C(=O)[C@@](C(=O)O)([C@H](CN)N([H])[H])O', 'C(=O)[C@](C(=O)O)([C@H](CN([H])[H])N)O', 'C(=O)[C@@](C(=O)O[H])([C@@H](CN)N)O', 'C(=O)[C@](C(=O)O[H])([C@@H](CN)N)O', 'C(=O)[C@@](C(=O)O)([C@@H](CN)N([H])[H])O', 'C(=O)[C@](C(=O)O)([C@@H](CN([H])[H])N)O', 'C(=O)[C@](C(=O)O)([C@H](CN)N([H])[H])O', 'C(=O)[C@](C(=O)O[H])([C@H](CN)N)O', 'C(=O)[C@@](C(=O)O)([C@@H](CN)N)O[H]', 'C(=O)[C@@](C(=O)O)([C@H](CN)N)O[H]', 'C(=O)[C@](C(=O)O)([C@@H](CN)N([H])[H])O'}
