Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
790_0,59.8514879810142,7.823863902057328,True,False,False
790_1,59.8514879810142,7.823863902057328,True,False,False
792_0,-5.702713069002357,0.9315174901663511,True,True,True
792_1,-5.702713069002357,0.9315174901663511,True,True,True
794_0,1.024163954567598,1.1713947853498272,True,False,False
794_1,1.024163954567598,1.1713947853498272,True,False,False
796_0,-1.3124761277349535,0.800829799487378,True,True,False
798_0,-5.702713069002357,0.9315174901663511,True,True,True
798_1,-5.702713069002357,0.9315174901663511,True,True,True
800_0,-10.514378895978439,1.4929977932193408,True,True,True
800_1,-10.514378895978439,1.4929977932193408,True,True,True
802_0,-3.787501872408484,1.5473028103181918,True,True,True
802_1,-3.787501872408484,1.5473028103181918,True,True,True
804_0,-1.4815968759933185,1.503528371791256,True,True,False
806_0,-6.12403283994513,1.3032675159556373,True,True,True
808_0,-6.12403283994513,1.3032675159556373,True,True,True
810_0,-1.4814877612275268,1.503528371791256,True,True,False
811_0,57.514849475929225,7.777567688041274,True,False,False
812_0,53.12461253466205,7.791577842946945,True,False,False
812_1,53.12461253466205,7.791577842946945,True,False,False
814_0,59.85148798101426,7.8238639020573295,True,False,False
814_1,59.85148798101426,7.8238639020573295,True,False,False
816_0,57.34572872767097,7.904562609472392,True,False,False
818_0,-1.3124745505172086,0.800829799487378,True,True,False
820_0,-5.702792379999437,0.931517490166351,True,True,True
820_1,-5.702792379999437,0.931517490166351,True,True,True
821_0,-5.955021206452784,0.7805433064575087,True,True,True
822_0,-10.34525814771996,0.8681795068803962,True,True,True
822_1,-10.34525814771996,0.8681795068803962,True,True,True
824_0,-5.955021206452784,0.7805433064575087,True,True,True
826_0,-10.34525814771996,0.8681795068803962,True,True,True
826_1,-10.34525814771996,0.8681795068803962,True,True,True
828_0,1.024163954567598,1.1713947853498272,True,False,False
828_1,1.024163954567598,1.1713947853498272,True,False,False
