Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
197_0,-5.349496097437054,4.430236859194969,True,True,False
197_1,-5.349496097437054,4.430236859194969,True,True,False
199_0,-5.5261053718287485,2.3147290056389114,True,True,True
199_1,-5.5261053718287485,2.3147290056389114,True,True,True
201_0,-5.5261053718287485,2.3147290056389114,True,True,True
201_1,-5.5261053718287485,2.3147290056389114,True,True,True
203_0,1.2007716517412064,2.4432573372773336,True,False,False
203_1,1.2007716517412064,2.4432573372773336,True,False,False
205_0,-10.168650450546238,2.277709204753575,True,True,True
205_1,-10.168650450546238,2.277709204753575,True,True,True
207_0,1.2007716517414337,2.443257337277333,True,False,False
207_1,1.2007716517414337,2.443257337277333,True,False,False
209_0,-10.168650450546352,2.2777092047535747,True,True,True
209_1,-10.168650450546352,2.2777092047535747,True,True,True
211_0,1.2007716517414337,2.443257337277333,True,False,False
211_1,1.2007716517414337,2.443257337277333,True,False,False
213_0,-3.883491790711332,2.7625278528380197,True,True,False
213_1,-3.883491790711332,2.7625278528380197,True,True,False
215_0,-8.526180710032747,2.738337399179416,True,True,True
215_1,-8.526180710032747,2.738337399179416,True,True,True
217_0,0.5067451505559575,2.768712445009744,True,False,False
219_0,-5.526105371828635,2.3147290056389114,True,True,True
219_1,-5.526105371828635,2.3147290056389114,True,True,True
221_0,-10.168650450546238,2.277709204753575,True,True,True
221_1,-10.168650450546238,2.277709204753575,True,True,True
223_0,1.20077165174132,2.443257337277333,True,False,False
223_1,1.20077165174132,2.443257337277333,True,False,False
225_0,-10.168650450546352,2.277709204753575,True,True,True
225_1,-10.168650450546352,2.277709204753575,True,True,True
227_0,-10.168650450546352,2.277709204753575,True,True,True
227_1,-10.168650450546352,2.277709204753575,True,True,True
229_0,1.20077165174132,2.4432573372773336,True,False,False
229_1,1.20077165174132,2.4432573372773336,True,False,False
231_0,-10.168650450546238,2.277709204753575,True,True,True
231_1,-10.168650450546238,2.277709204753575,True,True,True
233_0,-5.526105371828635,2.3147290056389114,True,True,True
233_1,-5.526105371828635,2.3147290056389114,True,True,True
235_0,1.20077165174132,2.443257337277333,True,False,False
235_1,1.20077165174132,2.443257337277333,True,False,False
237_0,-5.526105371828635,2.3147290056389114,True,True,True
237_1,-5.526105371828635,2.3147290056389114,True,True,True
239_0,47.09874896999963,8.132424962205524,True,False,False
239_1,47.09874896999963,8.132424962205524,True,False,False
241_0,51.74129404871735,8.07424124921241,True,False,False
241_1,51.74129404871735,8.07424124921241,True,False,False
243_0,56.131530989984526,8.082730588047635,True,False,False
245_0,-10.337821847703935,2.609941478027454,True,True,True
245_1,-10.337821847703935,2.609941478027454,True,True,True
247_0,-1.3049876016018516,2.693447566201233,True,True,False
249_0,-24.759103757909998,4.508128223999744,True,True,True
249_1,-24.759103757909998,4.508128223999744,True,True,True
251_0,-10.345225219362987,0.8681795068803964,True,True,True
251_1,-10.345225219362987,0.8681795068803964,True,True,True
253_0,1.0241968829246844,1.1713947853498272,True,False,False
253_1,1.0241968829246844,1.1713947853498272,True,False,False
255_0,-4.060066559527968,1.7604600103891528,True,True,True
255_1,-4.060066559527968,1.7604600103891528,True,True,True
257_0,-8.702611638245685,1.7384398154743295,True,True,True
257_1,-8.702611638245685,1.7384398154743295,True,True,True
259_0,0.3301703817392081,1.6667752591485727,True,False,False
261_0,-10.514344390403494,1.492997793219341,True,True,True
261_1,-10.514344390403494,1.492997793219341,True,True,True
263_0,-1.4815623704184873,1.5035283717912562,True,True,False
265_0,-10.514378895978439,1.492997793219341,True,True,True
265_1,-10.514378895978439,1.492997793219341,True,True,True
267_0,-3.787501872408484,1.547302810318192,True,True,True
267_1,-3.787501872408484,1.547302810318192,True,True,True
269_0,-3.787501872408484,1.547302810318192,True,True,True
269_1,-3.787501872408484,1.547302810318192,True,True,True
271_0,-1.4815968759933185,1.5035283717912562,True,True,False
273_0,-6.124141954711149,1.3032675159556375,True,True,True
275_0,-5.699711140108207,0.9315174901663511,True,True,True
275_1,-5.699711140108207,0.9315174901663511,True,True,True
277_0,1.0271658834616346,1.1713947853498272,True,False,False
277_1,1.0271658834616346,1.1713947853498272,True,False,False
279_0,-10.342256218825923,0.8681795068803962,True,True,True
279_1,-10.342256218825923,0.8681795068803962,True,True,True
281_0,-3.6153791952560255,0.936185355219498,True,True,True
281_1,-3.6153791952560255,0.936185355219498,True,True,True
283_0,1.0271658834617483,1.171394785349827,True,False,False
283_1,1.0271658834617483,1.171394785349827,True,False,False
285_0,-10.345259724937932,0.8681795068803962,True,True,True
285_1,-10.345259724937932,0.8681795068803962,True,True,True
287_0,-3.6183827013679775,0.9361853552194981,True,True,True
287_1,-3.6183827013679775,0.9361853552194981,True,True,True
289_0,1.0241623773497395,1.1713947853498274,True,False,False
289_1,1.0241623773497395,1.1713947853498274,True,False,False
291_0,-4.060101065102913,1.7604600103891528,True,True,True
291_1,-4.060101065102913,1.7604600103891528,True,True,True
293_0,2.6667759584669284,1.899480783918514,True,False,False
293_1,2.6667759584669284,1.899480783918514,True,False,False
295_0,-8.70264614382063,1.7384398154743295,True,True,True
295_1,-8.70264614382063,1.7384398154743295,True,True,True
297_0,-1.9757691202507885,1.7746118580760597,True,True,False
297_1,-1.9757691202507885,1.7746118580760597,True,True,False
299_0,0.3301358761643769,1.6667752591485727,True,False,False
301_0,-5.702714646220102,0.9315174901663512,True,True,True
301_1,-5.702714646220102,0.9315174901663512,True,True,True
