Smiles	Generation	Network
C(C(C(C(C(C)=O)N)N)O)=O	G3	GlucoseAmm
C(C(C(C(C(C)=O)O)O)CN)=O	G4	FormoseAmm
C(C(C(C(C(C)N)N)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(C)N)N)=O)O)=O	G3	GlucoseAmm
C(C(C(C(C(C)N)N)N)=O)=O	G4	GlucoseAmm
C(C(C(C(C(C)N)O)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(C)N)O)=O)O)=O	G3	GlucoseAmm
C(C(C(C(C(C)N)O)N)=O)=O	G4	GlucoseAmm
C(C(C(C(C(C)N)O)O)N)=O	G4	FormoseAmm
C(C(C(C(C(C)N)O)O)O)=O	G4	FormoseAmm
C(C(C(C(C(C)O)=C)O)O)=O	G6	Formose
C(C(C(C(C(C)O)=O)O)N)(C)=O	G4	GlucoseAmm
C(C(C(C(C(C)O)=O)O)N)=O	G3	GlucoseAmm
C(C(C(C(C(C)O)N)=O)CO)=O	G4	FormoseAmm
C(C(C(C(C(C)O)N)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(C)O)N)=O)O)=O	G3	GlucoseAmm
C(C(C(C(C(C)O)N)N)=O)=O	G4	GlucoseAmm
C(C(C(C(C(C)O)O)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(C)O)O)N)=O)=O	G4	GlucoseAmm
C(C(C(C(C(C=O)=C)N)O)O)=O	G4	GlucoseAmm
C(C(C(C(C(C=O)=C)O)N)O)=O	G4	GlucoseAmm
C(C(C(C(C(C=O)O)N)=O)O)=O	G4	GlucoseAmm
C(C(C(C(C(C=O)O)O)N)N)=O	G4	GlucoseAmm
C(C(C(C(C(CC)O)O)=O)O)=O	G6	Formose
C(C(C(C(C(CC)O)O)O)=O)=O	G6	Formose
C(C(C(C(C(CN)=C)=O)O)O)=O	G4	GlucoseAmm
C(C(C(C(C(CN)=O)N)O)O)=O	G4	GlucoseAmm
C(C(C(C(C(CN)=O)O)N)O)=O	G4	GlucoseAmm
C(C(C(C(C(CN)=O)O)O)N)=O	G4	GlucoseAmm
C(C(C(C(C(CN)=O)O)O)O)=O	G3	GlucoseAmm
C(C(C(C(C(CN)N)N)O)O)=O	G4	FormoseAmm
C(C(C(C(C(CN)N)O)O)N)=O	G4	FormoseAmm
C(C(C(C(C(CN)N)O)O)O)N	G4	FormoseAmm
C(C(C(C(C(CN)O)N)=O)O)=O	G4	GlucoseAmm
C(C(C(C(C(CN)O)N)N)O)=O	G4	FormoseAmm
C(C(C(C(C(CN)O)N)O)N)O	G4	FormoseAmm
C(C(C(C(C(CN)O)N)O)O)N	G4	FormoseAmm
C(C(C(C(C(CN)O)O)=O)O)=O	G4	GlucoseAmm
C(C(C(C(C(CN)O)O)N)N)=O	G4	FormoseAmm
C(C(C(C(C(CN)O)O)N)N)O	G4	FormoseAmm
C(C(C(C(C(CO)=C)=O)N)O)=O	G4	GlucoseAmm
C(C(C(C(C(CO)=C)=O)O)N)=O	G4	GlucoseAmm
C(C(C(C(C(CO)=C)O)=O)O)=O	G6	Formose
C(C(C(C(C(CO)=C)O)O)O)=O	G6	Formose
C(C(C(C(C(CO)=O)=C)N)O)=O	G4	GlucoseAmm
C(C(C(C(C(CO)=O)O)N)O)=O	G4	GlucoseAmm
C(C(C(C(C(CO)=O)O)O)N)=O	G4	GlucoseAmm
C(C(C(C(C(CO)C)O)=O)O)=O	G6	Formose
C(C(C(C(C(CO)N)N)O)N)=O	G4	FormoseAmm
C(C(C(C(C(CO)N)N)O)O)=O	G4	FormoseAmm
C(C(C(C(C(CO)N)O)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(CO)N)O)=O)O)=O	G4	GlucoseAmm
C(C(C(C(C(CO)N)O)N)N)O	G4	FormoseAmm
C(C(C(C(C(CO)N)O)O)N)O	G4	FormoseAmm
C(C(C(C(C(CO)N)O)O)O)O	G3	FormoseAmm
C(C(C(C(C(CO)O)=C)O)O)=O	G6	Formose
C(C(C(C(C(CO)O)N)=O)N)=O	G4	GlucoseAmm
C(C(C(C(C(CO)O)N)N)=O)=O	G4	GlucoseAmm
C(C(C(C(C(CO)O)N)N)O)O	G4	FormoseAmm
C(C(C(C(C(CO)O)N)O)N)O	G4	FormoseAmm
C(C(C(C(C(CO)O)N)O)O)O	G4	FormoseAmm
C(C(C(C(C(CO)O)O)=C)O)=O	G5	Formose
C(C(C(C(C(CO)O)O)=O)N)=O	G3	GlucoseAmm
C(C(C(C(C(CO)O)O)N)=O)=O	G3	GlucoseAmm
C(C(C(C(C(CO)O)O)N)N)O	G4	FormoseAmm
C(C(C(C(C(CO)O)O)N)O)(N)=O	G4	GlucoseAmm
C(C(C(C(C(N)=C)=O)O)O)=O	G4	GlucoseAmm
C(C(C(C(C(N)=C)O)=O)CO)=O	G4	GlucoseAmm
C(C(C(C(C)(C(C)O)O)O)=O)=O	G6	Formose
C(C(C(C(C)(CCO)O)O)=O)=O	G6	Formose
C(C(C(C(C)(CCO)O)O)O)=O	G5	Formose
C(C(C(C(C)(CO)O)N)N)=O	G4	GlucoseAmm
C(C(C(C(C)(CO)O)O)N)=O	G4	GlucoseAmm
C(C(C(C(C)=O)O)N)(CCO)=O	G4	GlucoseAmm
C(C(C(C(C)CCO)O)O)=O	G6	Formose
C(C(C(C(C)N)=O)(C(C)O)O)=O	G4	GlucoseAmm
C(C(C(C(C)N)=O)(CCO)O)=O	G4	GlucoseAmm
C(C(C(C(C)N)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(C(C)N)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(C(C)N)=O)(CO)O)=O	G4	FormoseAmm
C(C(C(C(C)N)O)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(C(C)O)(CCO)O)=O)=O	G5	Formose
C(C(C(C(C)O)(CCO)O)O)=O	G6	Formose
C(C(C(C(C)O)=C)(CO)O)=O	G6	Formose
C(C(C(C(C)O)=O)(CO)CO)=O	G6	Formose
C(C(C(C(C)O)C(C=O)O)N)=O	G4	GlucoseAmm
C(C(C(C(C)O)N)NC)=O	G4	FormoseAmm
C(C(C(C(C)O)O)NC)=O	G4	FormoseAmm
C(C(C(C(C)O)O)O)(CC)=O	G6	Formose
C(C(C(C(C=C)CO)O)O)=O	G6	Formose
C(C(C(C(C=O)=O)CO)O)=CN	G4	FormoseAmm
C(C(C(C(C=O)=O)O)O)=CCO	G5	Formose
C(C(C(C(C=O)N)O)C(C)O)=O	G4	FormoseAmm
C(C(C(C(C=O)O)=C)(CO)O)=O	G4	Formose
C(C(C(C(C=O)O)N)NC)=O	G4	FormoseAmm
C(C(C(C(C=O)O)O)CCO)=O	G5	Formose
C(C(C(C(C=O)O)O)NC)=O	G4	FormoseAmm
C(C(C(C(CC(C)O)N)=O)O)=O	G4	GlucoseAmm
C(C(C(C(CC(C)O)O)O)O)=O	G5	Formose
C(C(C(C(CC)O)O)O)=O	G6	Formose
C(C(C(C(CCCO)O)=O)O)=O	G6	Formose
C(C(C(C(CCCO)O)O)=O)=O	G6	Formose
C(C(C(C(CCCO)O)O)O)=O	G6	Formose
C(C(C(C(CCCO)O)O)O)O	G6	Formose
C(C(C(C(CCN)N)=O)N)=O	G4	GlucoseAmm
C(C(C(C(CCN)N)=O)O)=O	G3	GlucoseAmm
C(C(C(C(CCN)N)N)=O)=O	G4	GlucoseAmm
C(C(C(C(CCN)N)N)O)=O	G4	GlucoseAmm
C(C(C(C(CCN)N)O)O)=O	G4	GlucoseAmm
C(C(C(C(CCN)N)O)O)O	G4	GlucoseAmm
C(C(C(C(CCN)O)=O)CO)=O	G4	GlucoseAmm
C(C(C(C(CCN)O)=O)N)=O	G4	GlucoseAmm
C(C(C(C(CCN)O)=O)O)=O	G3	GlucoseAmm
C(C(C(C(CCN)O)N)=O)=O	G4	GlucoseAmm
C(C(C(C(CCN)O)N)O)=O	G4	GlucoseAmm
C(C(C(C(CCN)O)N)O)N	G4	FormoseAmm
C(C(C(C(CCN)O)O)O)N	G4	FormoseAmm
C(C(C(C(CCO)=C)O)O)=O	G6	Formose
C(C(C(C(CCO)N)=O)(C)O)=O	G4	GlucoseAmm
C(C(C(C(CCO)N)N)=O)=O	G3	GlucoseAmm
C(C(C(C(CCO)N)N)O)=O	G4	GlucoseAmm
C(C(C(C(CCO)O)=C)O)=O	G6	Formose
C(C(C(C(CCO)O)=O)(C)O)=O	G5	Formose
C(C(C(C(CCO)O)=O)O)=O	G4	Formose
C(C(C(C(CCO)O)N)O)O	G4	FormoseAmm
C(C(C(C(CN)(CN)O)O)N)O	G4	FormoseAmm
C(C(C(C(CN)(CN)O)O)O)O	G4	FormoseAmm
C(C(C(C(CN)=O)NC)O)=O	G4	FormoseAmm
C(C(C(C(CN)N)N)O)O	G4	FormoseAmm
C(C(C(C(CN)N)O)N)O	G4	FormoseAmm
C(C(C(C(CN)N)O)O)N	G4	FormoseAmm
C(C(C(C(CN)NC)=O)O)=O	G4	FormoseAmm
C(C(C(C(CN)O)=O)CN)=O	G4	FormoseAmm
C(C(C(C(CN)O)=O)CO)=O	G4	FormoseAmm
C(C(C(C(CN)O)N)N)O	G4	FormoseAmm
C(C(C(C(CN)O)N)NC)=O	G4	FormoseAmm
C(C(C(C(CN)O)N)O)=O	G4	FormoseAmm
C(C(C(C(CN)O)N)O)O	G4	FormoseAmm
C(C(C(C(CN)O)NC)N)=O	G4	FormoseAmm
C(C(C(C(CN)O)NC)O)=O	G4	FormoseAmm
C(C(C(C(CN)O)O)N)O	G4	FormoseAmm
C(C(C(C(CN)O)O)NC)=O	G4	FormoseAmm
C(C(C(C(CN)O)O)O)=O	G3	FormoseAmm
C(C(C(C(CN)O)O)O)N	G4	FormoseAmm
C(C(C(C(CN)O)O)O)O	G3	FormoseAmm
C(C(C(C(CO)(C)O)=C)O)=O	G6	Formose
C(C(C(C(CO)(C)O)=O)CO)=O	G6	Formose
C(C(C(C(CO)(CC)O)O)=O)=O	G6	Formose
C(C(C(C(CO)(CN)N)O)N)O	G4	FormoseAmm
C(C(C(C(CO)(CN)O)O)N)O	G4	FormoseAmm
C(C(C(C(CO)(CN)O)O)O)=O	G4	FormoseAmm
C(C(C(C(CO)(CO)N)O)N)=O	G4	FormoseAmm
C(C(C(C(CO)(CO)N)O)N)O	G4	FormoseAmm
C(C(C(C(CO)(CO)N)O)O)=O	G4	FormoseAmm
C(C(C(C(CO)(CO)O)=C)O)=O	G5	Formose
C(C(C(C(CO)(CO)O)N)N)=O	G4	FormoseAmm
C(C(C(C(CO)(CO)O)N)O)=O	G4	FormoseAmm
C(C(C(C(CO)(CO)O)O)N)=O	G3	FormoseAmm
C(C(C(C(CO)(CO)O)O)N)O	G4	FormoseAmm
C(C(C(C(CO)=C)(C)O)O)=O	G6	Formose
C(C(C(C(CO)=C)=O)(CO)O)=O	G5	Formose
C(C(C(C(CO)=C)CO)O)=O	G6	Formose
C(C(C(C(CO)=C)O)O)=O	G6	Formose
C(C(C(C(CO)=O)O)NC)=O	G4	FormoseAmm
C(C(C(C(CO)C(C)O)=O)N)=O	G4	FormoseAmm
C(C(C(C(CO)C(C)O)O)=O)=O	G5	Formose
C(C(C(C(CO)CCO)O)=O)=O	G6	Formose
C(C(C(C(CO)CCO)O)O)=O	G6	Formose
C(C(C(C(CO)CCO)O)O)O	G6	Formose
C(C(C(C(CO)CO)=C)O)=O	G6	Formose
C(C(C(C(CO)CO)=O)N)=O	G4	FormoseAmm
C(C(C(C(CO)CO)O)=O)=O	G5	Formose
C(C(C(C(CO)N)=O)CN)=O	G4	FormoseAmm
C(C(C(C(CO)N)=O)CO)=O	G4	FormoseAmm
C(C(C(C(CO)N)N)N)=O	G4	FormoseAmm
C(C(C(C(CO)N)N)O)=O	G4	FormoseAmm
C(C(C(C(CO)N)NC)N)=O	G4	FormoseAmm
C(C(C(C(CO)N)NC)O)=O	G4	FormoseAmm
C(C(C(C(CO)N)O)N)O	G4	FormoseAmm
C(C(C(C(CO)N)O)O)O	G3	FormoseAmm
C(C(C(C(CO)NC)=O)O)=O	G4	FormoseAmm
C(C(C(C(CO)O)=C)(C)O)=O	G6	Formose
C(C(C(C(CO)O)=C)(CO)O)=O	G5	Formose
C(C(C(C(CO)O)=C)CO)=O	G5	Formose
C(C(C(C(CO)O)=C)O)=O	G5	Formose
C(C(C(C(CO)O)=O)(C=C)O)=O	G5	Formose
C(C(C(C(CO)O)=O)(CC)O)=O	G6	Formose
C(C(C(C(CO)O)=O)CN)=O	G4	FormoseAmm
C(C(C(C(CO)O)N)N)O	G4	FormoseAmm
C(C(C(C(CO)O)N)NC)=O	G4	FormoseAmm
C(C(C(C(CO)O)N)O)=O	G3	FormoseAmm
C(C(C(C(CO)O)N)O)O	G4	FormoseAmm
C(C(C(C(CO)O)NC)N)=O	G4	FormoseAmm
C(C(C(C(CO)O)NC)O)=O	G4	FormoseAmm
C(C(C(C(CO)O)O)NC)=O	G4	FormoseAmm
C(C(C(C(CO)O)O)O)(CC)=O	G6	Formose
C(C(C(C(N)=C)(CO)O)N)=O	G4	GlucoseAmm
C(C(C(C(N)=C)(CO)O)O)(C)=O	G4	GlucoseAmm
C(C(C(C(N)=C)(CO)O)O)=O	G4	GlucoseAmm
C(C(C(C(N)=C)O)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(C(N)=O)O)O)(CCO)=O	G4	GlucoseAmm
C(C(C(C)(C(C(C)N)O)O)=O)=O	G4	GlucoseAmm
C(C(C(C)(C(C(C)O)O)O)N)=O	G4	GlucoseAmm
C(C(C(C)(C(C)(CN)O)O)=O)=O	G4	GlucoseAmm
C(C(C(C)(C(C)O)O)O)=O	G6	Formose
C(C(C(C)(C(C=C)O)O)O)=O	G6	Formose
C(C(C(C)(C(CCO)O)O)O)=O	G5	Formose
C(C(C(C)(C(CN)O)O)=O)=O	G4	GlucoseAmm
C(C(C(C)(C(CO)(C)O)O)O)=O	G6	Formose
C(C(C(C)(C(CO)CO)O)=O)=O	G6	Formose
C(C(C(C)(C(CO)CO)O)O)=O	G5	Formose
C(C(C(C)(C(CO)N)O)N)=O	G4	GlucoseAmm
C(C(C(C)(CC(CN)=O)O)O)=O	G4	GlucoseAmm
C(C(C(C)(CC(CO)O)O)O)=O	G6	Formose
C(C(C(C)(CCCO)O)O)=O	G6	Formose
C(C(C(C)(CCN)O)O)=O	G4	GlucoseAmm
C(C(C(C)(CCO)O)O)=O	G4	Formose
C(C(C(C)(CN)O)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(C)(CO)O)C(C=O)N)=O	G4	GlucoseAmm
C(C(C(C)(CO)O)N)(CCO)=O	G4	GlucoseAmm
C(C(C(C)=O)(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(C(C)=O)(C(CCN)O)O)=O	G4	FormoseAmm
C(C(C(C)=O)(C(CO)CO)O)=O	G5	Formose
C(C(C(C)=O)(C(CO)O)N)=O	G4	FormoseAmm
C(C(C(C)=O)(CC(CO)O)O)=O	G6	Formose
C(C(C(C)=O)C(CO)(CN)O)=O	G4	GlucoseAmm
C(C(C(C)N)(C(C=O)(C)O)O)=O	G4	FormoseAmm
C(C(C(C)N)(C(CO)(C)O)O)=O	G4	FormoseAmm
C(C(C(C)N)=O)(C(CN)N)=O	G4	GlucoseAmm
C(C(C(C)N)NCCO)=O	G4	FormoseAmm
C(C(C(C)N)O)(C(CN)O)=O	G4	GlucoseAmm
C(C(C(C)N)O)(CCO)=O	G4	GlucoseAmm
C(C(C(C)O)(C(C(C)=O)N)O)=O	G4	GlucoseAmm
C(C(C(C)O)(C(C)N)O)=O	G4	FormoseAmm
C(C(C(C)O)(C(C=CN)O)O)=O	G4	FormoseAmm
C(C(C(C)O)(C(CC)O)O)=O	G6	Formose
C(C(C(C)O)(C(CCN)O)O)=O	G4	FormoseAmm
C(C(C(C)O)(C(CN)N)O)=O	G4	FormoseAmm
C(C(C(C)O)(C(CO)C)O)=O	G6	Formose
C(C(C(C)O)(C(CO)CO)O)=O	G5	Formose
C(C(C(C)O)(CC(C)O)O)=O	G6	Formose
C(C(C(C)O)(CC(CN)=O)O)=O	G4	GlucoseAmm
C(C(C(C)O)(CCCO)O)=O	G6	Formose
C(C(C(C)O)=O)(C(CN)N)=O	G4	GlucoseAmm
C(C(C(C)O)=O)(C(CO)N)=O	G4	GlucoseAmm
C(C(C(C)O)C(C(CN)O)O)=O	G4	FormoseAmm
C(C(C(C)O)C(C(CO)=O)N)=O	G4	GlucoseAmm
C(C(C(C)O)C(C=CN)O)=O	G4	FormoseAmm
C(C(C(C)O)C(CCN)O)=O	G4	FormoseAmm
C(C(C(C)O)C(CO)(CN)O)=O	G4	FormoseAmm
C(C(C(C)O)C(CO)CO)=O	G6	Formose
C(C(C(C)O)C(CO)N)=O	G4	FormoseAmm
C(C(C(C)O)N)(C(C(C)=O)O)=O	G4	GlucoseAmm
C(C(C(C)O)N)(CC(CO)=O)=O	G4	GlucoseAmm
C(C(C(C)O)NCCN)=O	G4	FormoseAmm
C(C(C(C)O)NCCO)=O	G4	FormoseAmm
C(C(C(C)O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(C)O)O)(CC(CN)=O)=O	G4	GlucoseAmm
C(C(C(C)O)O)(CC(CN)O)=O	G4	GlucoseAmm
C(C(C(C1C(O)OCC=1)O)O)=O	G6	Formose
C(C(C(C1COC(C=1)O)O)O)=O	G6	Formose
C(C(C(C=C)(CCO)O)O)=O	G6	Formose
C(C(C(C=C)(CO)CO)O)=O	G6	Formose
C(C(C(C=C)CO)O)(CO)=O	G6	Formose
C(C(C(C=CCO)(C)O)O)=O	G6	Formose
C(C(C(C=CCO)O)O)=O	G5	Formose
C(C(C(C=CN)O)N)=O	G4	FormoseAmm
C(C(C(C=CN)O)O)(CCO)=O	G4	FormoseAmm
C(C(C(C=CN)O)O)=O	G4	FormoseAmm
C(C(C(C=O)C(C=CN)O)O)=O	G4	FormoseAmm
C(C(C(C=O)N)N)(C(C)N)=O	G4	GlucoseAmm
C(C(C(C=O)N)N)(C(C)O)=O	G4	GlucoseAmm
C(C(C(C=O)N)N)(CCN)=O	G4	GlucoseAmm
C(C(C(C=O)NC)N)(CO)=O	G4	FormoseAmm
C(C(C(C=O)NC)O)(CN)=O	G4	FormoseAmm
C(C(C(C=O)NCCN)N)=O	G4	FormoseAmm
C(C(C(C=O)NCCO)N)=O	G4	FormoseAmm
C(C(C(C=O)O)N)(C(C)N)=O	G3	GlucoseAmm
C(C(C(C=O)O)N)(C(C)O)=O	G3	GlucoseAmm
C(C(C(C=O)O)N)(CC(C)O)=O	G4	GlucoseAmm
C(C(C(C=O)O)N)(CCN)=O	G3	GlucoseAmm
C(C(C(C=O)O)NC)(CO)=O	G4	FormoseAmm
C(C(C(C=O)O)NCCO)=O	G4	FormoseAmm
C(C(C(C=O)O)O)(CC(C)N)=O	G4	GlucoseAmm
C(C(C(CC(C=C)O)O)O)=O	G6	Formose
C(C(C(CC(CCO)O)=O)O)=O	G4	Formose
C(C(C(CC(CCO)O)O)=O)=O	G5	Formose
C(C(C(CC(CCO)O)O)O)O	G5	Formose
C(C(C(CC(CN)=O)N)N)=O	G4	GlucoseAmm
C(C(C(CC(CN)=O)N)O)=O	G4	GlucoseAmm
C(C(C(CC(CN)N)N)O)=O	G4	GlucoseAmm
C(C(C(CC(CN)N)O)O)=O	G4	GlucoseAmm
C(C(C(CC(CN)N)O)O)O	G4	GlucoseAmm
C(C(C(CC(CN)O)=O)CO)=O	G4	GlucoseAmm
C(C(C(CC(CN)O)N)N)=O	G4	GlucoseAmm
C(C(C(CC(CO)=C)O)O)=O	G6	Formose
C(C(C(CC(CO)=O)O)CN)=O	G4	FormoseAmm
C(C(C(CC(CO)C)O)O)=O	G6	Formose
C(C(C(CC(CO)CN)=O)O)=O	G4	GlucoseAmm
C(C(C(CC(CO)CO)=O)O)=O	G5	Formose
C(C(C(CC(CO)CO)O)=O)=O	G6	Formose
C(C(C(CC(CO)CO)O)O)=O	G6	Formose
C(C(C(CC(CO)N)N)=O)=O	G3	GlucoseAmm
C(C(C(CC(CO)N)O)N)=O	G4	FormoseAmm
C(C(C(CC(CO)N)O)O)=O	G4	FormoseAmm
C(C(C(CC(CO)O)O)O)O	G5	Formose
C(C(C(CC)(C(C=O)O)O)O)=O	G6	Formose
C(C(C(CC)O)(C(C=O)O)O)=O	G6	Formose
C(C(C(CC)O)O)(C(C)O)=O	G6	Formose
C(C(C(CC)O)O)(C(CO)O)=O	G6	Formose
C(C(C(CC)O)O)(CCO)=O	G6	Formose
C(C(C(CC=O)N)(C(C)O)O)=O	G4	FormoseAmm
C(C(C(CC=O)N)(CCO)O)=O	G4	FormoseAmm
C(C(C(CC=O)N)(CO)N)=O	G4	FormoseAmm
C(C(C(CC=O)N)C(CO)O)=O	G4	FormoseAmm
C(C(C(CC=O)O)(C(C)N)O)=O	G4	FormoseAmm
C(C(C(CC=O)O)(CCN)O)=O	G4	FormoseAmm
C(C(C(CC=O)O)(CN)O)=O	G3	FormoseAmm
C(C(C(CC=O)O)C(CO)N)=O	G4	FormoseAmm
C(C(C(CCC(C)O)=O)O)(O)=O	G5	Formose
C(C(C(CCC(C)O)O)O)=O	G6	Formose
C(C(C(CCC(C=O)O)O)O)=O	G6	Formose
C(C(C(CCC(CO)O)=O)O)=O	G5	Formose
C(C(C(CCC(CO)O)O)O)=O	G6	Formose
C(C(C(CCCCO)O)O)=O	G6	Formose
C(C(C(CCCCO)O)O)O	G6	Formose
C(C(C(CCCO)O)O)=O	G5	Formose
C(C(C(CCCO)O)O)O	G6	Formose
C(C(C(CCN)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(CCN)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(CCN)=O)(CO)O)=O	G4	FormoseAmm
C(C(C(CCN)O)(CC=O)O)=O	G4	FormoseAmm
C(C(C(CCN)O)C(C=O)O)=O	G4	FormoseAmm
C(C(C(CCN)O)N)=O	G4	FormoseAmm
C(C(C(CCN)O)N)O	G4	FormoseAmm
C(C(C(CCN)O)O)(CCO)=O	G4	FormoseAmm
C(C(C(CCN)O)O)N	G4	FormoseAmm
C(C(C(CCN)O)O)O	G4	FormoseAmm
C(C(C(CCO)(CCO)O)=O)=O	G6	Formose
C(C(C(CCO)(CCO)O)O)=O	G5	Formose
C(C(C(CCO)(CCO)O)O)O	G6	Formose
C(C(C(CCO)=C)(CO)O)=O	G6	Formose
C(C(C(CCO)=O)(CCO)O)=O	G5	Formose
C(C(C(CCO)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(CCO)=O)(CO)CO)=O	G6	Formose
C(C(C(CCO)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(CCO)N)N)=O	G4	FormoseAmm
C(C(C(CCO)N)O)=O	G4	FormoseAmm
C(C(C(CCO)O)(C(C)N)O)=O	G4	FormoseAmm
C(C(C(CCO)O)C(CO)N)=O	G4	FormoseAmm
C(C(C(CCO)O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CCO)O)O)(CC)=O	G6	Formose
C(C(C(CN)(C(C)O)O)O)=O	G4	GlucoseAmm
C(C(C(CN)(C(C=O)O)O)N)=O	G4	GlucoseAmm
C(C(C(CN)(C(C=O)O)O)O)=O	G4	GlucoseAmm
C(C(C(CN)(C(CN)O)N)O)=O	G4	FormoseAmm
C(C(C(CN)(C(CN)O)N)O)O	G4	FormoseAmm
C(C(C(CN)(CCO)O)O)O	G4	FormoseAmm
C(C(C(CN)(CN)O)N)=O	G4	FormoseAmm
C(C(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(C(C(CN)(CN)O)O)O	G4	FormoseAmm
C(C(C(CN)=O)(C(C)O)O)=O	G4	GlucoseAmm
C(C(C(CN)=O)(C(C=O)O)O)=O	G4	GlucoseAmm
C(C(C(CN)=O)(C(CN)O)N)=O	G4	FormoseAmm
C(C(C(CN)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(CN)=O)(CO)CO)=O	G4	FormoseAmm
C(C(C(CN)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(CN)=O)(CO)O)=O	G4	FormoseAmm
C(C(C(CN)=O)C(C)(CO)O)=O	G4	GlucoseAmm
C(C(C(CN)N)(C(C=O)O)O)=O	G4	FormoseAmm
C(C(C(CN)N)=O)(CCN)=O	G4	GlucoseAmm
C(C(C(CN)N)=O)(CCO)=O	G3	GlucoseAmm
C(C(C(CN)N)N)(CCO)=O	G4	GlucoseAmm
C(C(C(CN)N)N)O	G4	FormoseAmm
C(C(C(CN)N)NC)=O	G4	FormoseAmm
C(C(C(CN)N)NCCO)=O	G4	FormoseAmm
C(C(C(CN)N)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CN)N)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(CN)N)O)(C(CN)O)=O	G4	GlucoseAmm
C(C(C(CN)N)O)(C(CO)N)=O	G4	GlucoseAmm
C(C(C(CN)N)O)(CCN)=O	G4	GlucoseAmm
C(C(C(CN)NC)N)=O	G4	FormoseAmm
C(C(C(CN)NC)O)=O	G4	FormoseAmm
C(C(C(CN)NCCN)O)=O	G4	FormoseAmm
C(C(C(CN)NCCO)N)=O	G3	FormoseAmm
C(C(C(CN)NCCO)O)=O	G3	FormoseAmm
C(C(C(CN)O)(C(C)N)O)=O	G4	FormoseAmm
C(C(C(CN)O)(C(CN)N)O)=O	G4	FormoseAmm
C(C(C(CN)O)(C(CN)N)O)O	G4	FormoseAmm
C(C(C(CN)O)(C(CN)O)N)O	G4	FormoseAmm
C(C(C(CN)O)(C(CN)O)O)N	G4	FormoseAmm
C(C(C(CN)O)(C(CN)O)O)O	G4	FormoseAmm
C(C(C(CN)O)=O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CN)O)=O)(CCN)=O	G4	GlucoseAmm
C(C(C(CN)O)=O)(CCO)=O	G3	GlucoseAmm
C(C(C(CN)O)C(CO)N)=O	G4	FormoseAmm
C(C(C(CN)O)N)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CN)O)N)(CCN)=O	G4	GlucoseAmm
C(C(C(CN)O)NC)=O	G4	FormoseAmm
C(C(C(CN)O)NCCN)=O	G4	FormoseAmm
C(C(C(CN)O)NCCO)=O	G4	FormoseAmm
C(C(C(CN)O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CN)O)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(CN)O)O)(CC(C)O)=O	G4	GlucoseAmm
C(C(C(CNC)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(CNC)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(CNC)=O)(CO)O)=O	G4	FormoseAmm
C(C(C(CNC)N)O)=O	G4	FormoseAmm
C(C(C(CNCC=O)N)N)=O	G4	FormoseAmm
C(C(C(CNCCN)=O)N)=O	G4	FormoseAmm
C(C(C(CNCCN)N)O)=O	G4	FormoseAmm
C(C(C(CNCCN)O)N)=O	G4	FormoseAmm
C(C(C(CNCCN)O)O)=O	G4	FormoseAmm
C(C(C(CNCCO)=O)N)=O	G4	FormoseAmm
C(C(C(CNCCO)=O)O)=O	G4	FormoseAmm
C(C(C(CNCCO)N)O)=O	G4	FormoseAmm
C(C(C(CNCCO)O)N)=O	G4	FormoseAmm
C(C(C(CNCCO)O)O)=O	G4	FormoseAmm
C(C(C(CO)(C(C)N)O)N)=O	G4	GlucoseAmm
C(C(C(CO)(C(C)N)O)O)=O	G4	GlucoseAmm
C(C(C(CO)(C(CC)O)O)=O)=O	G6	Formose
C(C(C(CO)(C(CN)O)N)O)=O	G4	FormoseAmm
C(C(C(CO)(C(CN)O)O)N)O	G4	FormoseAmm
C(C(C(CO)(C(CO)C)O)=O)=O	G6	Formose
