Smiles	Generation	Network
C(CC(C=O)O)(C(CO)CN)=O	G4	GlucoseAmm
C(CC(CC(C(C)O)=O)O)(O)=O	G6	Formose
C(CC(CC(C(C=O)N)O)O)=O	G4	FormoseAmm
C(CC(CC(C(C=O)O)O)N)=O	G4	FormoseAmm
C(CC(CC(C(CN)O)O)O)=O	G4	FormoseAmm
C(CC(CC(C(CO)=O)N)O)=O	G4	GlucoseAmm
C(CC(CC(C(CO)N)=O)O)=O	G4	GlucoseAmm
C(CC(CC(C(CO)N)O)O)=O	G4	FormoseAmm
C(CC(CC(C(CO)O)=O)N)=O	G4	FormoseAmm
C(CC(CC(CCO)O)O)O	G6	Formose
C(CC(CC(CO)(CN)O)O)=O	G4	FormoseAmm
C(CC(CC(CO)CO)O)=O	G6	Formose
C(CC(CC(CO)N)O)=O	G4	FormoseAmm
C(CC(CCC(CO)O)O)=O	G6	Formose
C(CC(CCCCO)O)O	G6	Formose
C(CC(CCO)(C(C)O)O)=O	G6	Formose
C(CC(CCO)(C(CO)O)O)=O	G5	Formose
C(CC(CCO)(CCO)O)=O	G6	Formose
C(CC(CCO)O)(CCO)=O	G6	Formose
C(CC(CCO)O)(OCCO)=O	G6	Formose
C(CC(CCO)O)O	G5	Formose
C(CC(CN)(C(C)(CO)O)O)=O	G4	GlucoseAmm
C(CC(CN)(CC(CO)=O)O)=O	G4	GlucoseAmm
C(CC(CN)NCCN)=O	G4	FormoseAmm
C(CC(CN)NCCO)=O	G4	FormoseAmm
C(CC(CN)O)O	G4	FormoseAmm
C(CC(CNCCN)O)=O	G4	FormoseAmm
C(CC(CNCCO)N)=O	G4	FormoseAmm
C(CC(CNCCO)O)=O	G4	FormoseAmm
C(CC(CO)(C(C(C)O)O)O)=O	G4	Formose
C(CC(CO)(C(C)(CO)O)O)=O	G5	Formose
C(CC(CO)(C(C=C)O)O)=O	G5	Formose
C(CC(CO)(C(CCO)O)O)=O	G5	Formose
C(CC(CO)(C(CO)CO)O)=O	G5	Formose
C(CC(CO)(C(CO)N)O)=O	G4	FormoseAmm
C(CC(CO)(CC(C)=O)O)(O)=O	G6	Formose
C(CC(CO)(CC(C)O)O)(O)=O	G6	Formose
C(CC(CO)(CC(C)O)O)=O	G5	Formose
C(CC(CO)(CC(C=O)O)O)=O	G4	Formose
C(CC(CO)(CC(CO)=O)O)=O	G4	Formose
C(CC(CO)(CC(CO)O)O)=O	G5	Formose
C(CC(CO)(CCCO)O)=O	G6	Formose
C(CC(CO)(CCN)O)=O	G4	FormoseAmm
C(CC(CO)(CN)O)=O	G3	FormoseAmm
C(CC(CO)(CO)C(C)O)=O	G5	Formose
C(CC(CO)(CO)C(C=O)O)=O	G5	Formose
C(CC(CO)(CO)C(CO)O)=O	G5	Formose
C(CC(CO)(CO)CCO)=O	G5	Formose
C(CC(CO)(CO)CO)=O	G5	Formose
C(CC(CO)(CO)O)(CCO)=O	G6	Formose
C(CC(CO)C(C(C)O)O)=O	G6	Formose
C(CC(CO)C(C(CO)O)O)=O	G5	Formose
C(CC(CO)C(C)(CO)O)=O	G6	Formose
C(CC(CO)C(CCO)O)=O	G5	Formose
C(CC(CO)C(CO)(CO)O)=O	G5	Formose
C(CC(CO)C(CO)CO)=O	G5	Formose
C(CC(CO)C(CO)O)=O	G5	Formose
C(CC(CO)CC(CO)O)=O	G6	Formose
C(CC(CO)CO)(CCO)=O	G6	Formose
C(CC(CO)N)(C(C(C)=O)O)=O	G4	GlucoseAmm
C(CC(CO)N)(CC(CO)=O)=O	G4	GlucoseAmm
C(CC(CO)NCCN)=O	G4	FormoseAmm
C(CC(CO)NCCO)=O	G4	FormoseAmm
C(CC(CO)O)(C(C(N)=O)O)=O	G4	GlucoseAmm
C(CC(CO)O)(C(C=C)O)=O	G6	Formose
C(CC(CO)O)(C(CO)(C)O)=O	G6	Formose
C(CC(CO)O)(C(CO)CO)=O	G6	Formose
C(CC(CO)O)(CC(C)O)=O	G6	Formose
C(CC(CO)O)(CC(CO)O)=O	G6	Formose
C(CC(CO)O)(CC(N)=O)=O	G4	GlucoseAmm
C(CC(CO)O)(CCN)=O	G4	GlucoseAmm
C(CC(CO)O)(CCO)=O	G5	Formose
C(CC)(C(CO)(C(CO)O)O)=O	G6	Formose
C(CC)(C(CO)(CCO)O)=O	G6	Formose
C(CC)(C1(COC(C1O)O)O)=O	G6	Formose
C(CC1(C(C(CO1)CO)O)O)=O	G6	Formose
C(CC1(C(C)(C(CO1)O)O)O)=O	G6	Formose
C(CC1(C(CO)C(CO1)O)O)=O	G5	Formose
C(CC1(C(O)OCC1CO)O)=O	G5	Formose
C(CC1(COC(C1CO)O)O)=O	G5	Formose
C(CC1(COC(CO)C1O)O)=O	G5	Formose
C(CC1C(C(C(CO)O1)O)O)=O	G6	Formose
C(CC1C(C(C(O)O1)CO)O)=O	G5	Formose
C(CC1C(C(CN1)O)N)=O	G4	FormoseAmm
C(CC1C(C(CN1)O)O)=O	G4	FormoseAmm
C(CC1C(CO)C(C(O)O1)O)=O	G5	Formose
C(CC1C(O)OCC1(CO)O)=O	G5	Formose
C(CC1COC(C1(CO)O)O)=O	G6	Formose
C(CCC(C(C(C)O)O)O)=O	G5	Formose
C(CCC(C(C(CO)O)O)O)=O	G5	Formose
C(CCC(C(C)(CO)O)O)=O	G6	Formose
C(CCC(C(CCO)O)O)=O	G5	Formose
C(CCC(C(CCO)O)O)O	G6	Formose
C(CCC(C(CO)(CO)O)O)=O	G5	Formose
C(CCC(C(CO)CO)O)=O	G6	Formose
C(CCC(C(CO)N)=O)(CO)=O	G4	GlucoseAmm
C(CCC(C(CO)O)=O)(CN)=O	G4	GlucoseAmm
C(CCC(C(CO)O)O)=O	G5	Formose
C(CCC(C)(C(CO)O)O)=O	G5	Formose
C(CCC(C)(CO)O)(O)=O	G6	Formose
C(CCC(CC(CO)O)O)=O	G5	Formose
C(CCC(CCO)O)O	G6	Formose
C(CCC(CO)(C(C)O)O)=O	G5	Formose
C(CCC(CO)(C(CO)O)O)=O	G5	Formose
C(CCC(CO)(CCO)O)=O	G5	Formose
C(CCC(CO)(CO)CO)=O	G6	Formose
C(CCC(CO)(CO)O)=O	G5	Formose
C(CCC(CO)C(CO)O)=O	G5	Formose
C(CCC(CO)O)O	G6	Formose
C(CCC(N)=O)(C(CO)O)=O	G4	GlucoseAmm
C(CCC)(C(CO)(CO)O)=O	G6	Formose
C(CCC1(C(C(CO1)O)O)O)=O	G5	Formose
C(CCC1(C(O)OCC1O)O)=O	G5	Formose
C(CCC1(COC(C1O)O)O)=O	G5	Formose
C(CCCC(C(CO)O)O)=O	G5	Formose
C(CCCO)(C(CO)CO)=O	G6	Formose
C(CCN)(C(C(C)=O)(CO)O)=O	G4	GlucoseAmm
C(CCN)(C(C(CN)=O)N)=O	G4	GlucoseAmm
C(CCN)(C(C(CO)=O)CO)=O	G4	GlucoseAmm
C(CCN)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(CCN)(CC(C(CO)O)=O)=O	G4	GlucoseAmm
C(CCNC(CO)CN)=O	G4	FormoseAmm
C(CCNC(CO)CO)=O	G4	FormoseAmm
C(CCNCC(CN)O)=O	G4	FormoseAmm
C(CCNCC(CO)N)=O	G4	FormoseAmm
C(CCNCC(CO)O)=O	G4	FormoseAmm
C(CCO)(C(C(C(C)N)=O)O)=O	G4	GlucoseAmm
C(CCO)(C(C(C(N)=C)=O)O)=O	G4	GlucoseAmm
C(CCO)(C(C(CCN)=O)O)=O	G4	GlucoseAmm
C(CCO)(C(C(CN)=O)N)=O	G3	GlucoseAmm
C(CCO)(C(C(CO)=C)O)=O	G5	Formose
C(CCO)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(CCO)(C(C)(C(C)O)O)=O	G6	Formose
C(CCO)(C(C)(C(CO)O)O)=O	G6	Formose
C(CCO)(C(C=C)(CO)O)=O	G6	Formose
C(CCO)(C(C=CCO)O)=O	G5	Formose
C(CCO)(C(CO)(C)O)=O	G6	Formose
C(CCO)(C(CO)(CCO)O)=O	G5	Formose
C(CCO)(C(CO)(CN)O)=O	G4	FormoseAmm
C(CCO)(C(CO)(CO)CO)=O	G6	Formose
C(CCO)(C(CO)C(C)O)=O	G6	Formose
C(CCO)(C(CO)C(CO)O)=O	G5	Formose
C(CCO)(C(CO)CCO)=O	G6	Formose
C(CCO)(C(CO)CO)=O	G5	Formose
C(CCO)(C1C(O)OCC1O)=O	G6	Formose
C(CCO)(C1COC(C1O)O)=O	G6	Formose
C(CCO)=C1C(O)OCC1O	G6	Formose
C(CN)(C(C(C(C)N)O)N)=O	G4	FormoseAmm
C(CN)(C(C(C(C=O)=C)O)O)=O	G4	GlucoseAmm
C(CN)(C(C(C(CN)=O)O)O)=O	G4	GlucoseAmm
C(CN)(C(C(C(CN)O)N)O)=O	G4	FormoseAmm
C(CN)(C(C(C(CN)O)O)N)=O	G4	FormoseAmm
C(CN)(C(C(C(CO)=C)=O)O)=O	G4	GlucoseAmm
C(CN)(C(C(C(CO)=O)=C)O)=O	G4	GlucoseAmm
C(CN)(C(C(C(CO)N)N)O)=O	G4	FormoseAmm
C(CN)(C(C(C(CO)O)N)N)=O	G3	GlucoseAmm
C(CN)(C(C(C(N)=C)O)N)=O	G4	FormoseAmm
C(CN)(C(C(C)(CO)O)N)=O	G4	GlucoseAmm
C(CN)(C(C(C)O)C(C=O)O)=O	G4	GlucoseAmm
C(CN)(C(C(C)O)NC)=O	G4	FormoseAmm
C(CN)(C(C(C=CN)O)N)=O	G4	FormoseAmm
C(CN)(C(C(C=CN)O)O)=O	G4	FormoseAmm
C(CN)(C(C(CCN)N)O)=O	G4	GlucoseAmm
C(CN)(C(C(CCO)N)N)=O	G4	GlucoseAmm
C(CN)(C(C(CCO)N)O)=O	G4	GlucoseAmm
C(CN)(C(C(CN)(C)O)N)=O	G4	FormoseAmm
C(CN)(C(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(CN)(C(C(CN)NC)O)=O	G4	FormoseAmm
C(CN)(C(C(CN)O)NC)=O	G4	FormoseAmm
C(CN)(C(C(CNC)=O)O)=O	G4	FormoseAmm
C(CN)(C(C(CO)=O)C(C)O)=O	G4	GlucoseAmm
C(CN)(C(C(CO)NC)O)=O	G4	FormoseAmm
C(CN)(C(C(CO)O)NC)=O	G4	FormoseAmm
C(CN)(C(C)(C(CO)O)O)=O	G4	GlucoseAmm
C(CN)(C(CC(CN)=O)N)=O	G4	GlucoseAmm
C(CN)(C(CC(CN)N)O)=O	G4	GlucoseAmm
C(CN)(C(CC(CN)O)N)=O	G4	GlucoseAmm
C(CN)(C(CC(CN)O)O)=O	G4	GlucoseAmm
C(CN)(C(CC(CO)=O)N)=O	G3	GlucoseAmm
C(CN)(C(CC(CO)N)N)=O	G4	GlucoseAmm
C(CN)(C(CC(CO)O)N)=O	G4	GlucoseAmm
C(CN)(C(CC(CO)O)O)=O	G4	GlucoseAmm
C(CN)(C(CN)C(CO)O)=O	G4	FormoseAmm
C(CN)(C(CN)CO)=O	G4	FormoseAmm
C(CN)(C(CN)NC)=O	G4	FormoseAmm
C(CN)(C(CN)NCCO)=O	G4	FormoseAmm
C(CN)(C(CNC)N)=O	G4	FormoseAmm
C(CN)(C(CNC)O)=O	G4	FormoseAmm
C(CN)(C(CNCCO)N)=O	G4	FormoseAmm
C(CN)(C(CNCCO)O)=O	G3	FormoseAmm
C(CN)(C(CO)(C)O)=O	G4	GlucoseAmm
C(CN)(C(CO)(CCO)O)=O	G4	GlucoseAmm
C(CN)(C(CO)(CO)N)=O	G4	FormoseAmm
C(CN)(C(CO)C(C(C)=O)O)=O	G4	FormoseAmm
C(CN)(C(CO)NC)=O	G4	FormoseAmm
C(CN)(C(CO)NCCO)=O	G3	FormoseAmm
C(CN)(C1(C(C(CO1)O)O)O)=O	G4	GlucoseAmm
C(CN)(C1C(C(CN1)O)O)=O	G4	FormoseAmm
C(CN)(C1C(C(CO1)O)O)=O	G4	GlucoseAmm
C(CN)(C1C(O)OCC1O)=O	G4	FormoseAmm
C(CN)(CC(C(CCO)O)O)=O	G4	FormoseAmm
C(CN)(CC(C(CO)O)N)=O	G4	GlucoseAmm
C(CN)(CC(C=CN)O)=O	G4	FormoseAmm
C(CN)(CC(CCN)O)=O	G4	FormoseAmm
C(CN)(CC(CN)(CN)O)=O	G4	FormoseAmm
C(CN)(CC(CO)(C(C)O)O)=O	G4	GlucoseAmm
C(CN)(CCNCCN)=O	G4	FormoseAmm
C(CN)(CCNCCO)=O	G4	FormoseAmm
C(CN)NC(CN)C(CO)O	G4	FormoseAmm
C(CN)NC(CO)C(CN)O	G4	FormoseAmm
C(CN)NC(CO)C(CO)O	G4	FormoseAmm
C(CN)NC(CO)CN	G4	FormoseAmm
C(CN)NC(CO)CO	G4	FormoseAmm
C(CN)NCC(C(CN)O)O	G4	FormoseAmm
C(CN)NCC(C(CO)N)O	G4	FormoseAmm
C(CN)NCC(C(CO)O)O	G4	FormoseAmm
C(CN)NCC(CN)O	G4	FormoseAmm
C(CN)NCC(CO)(CO)O	G4	FormoseAmm
C(CN)NCC(CO)N	G4	FormoseAmm
C(CN)NCC(CO)O	G4	FormoseAmm
C(CN)NCCN	G4	FormoseAmm
C(CNC(C(C(CO)O)O)=O)=O	G4	GlucoseAmm
C(CNC(CN)C(C)O)=O	G4	FormoseAmm
C(CNC(CN)C(CN)O)=O	G4	FormoseAmm
C(CNC(CN)C(CO)N)=O	G4	FormoseAmm
C(CNC(CN)CCO)=O	G4	GlucoseAmm
C(CNC(CN)CO)(CN)=O	G4	FormoseAmm
C(CNC(CO)C(C)O)=O	G4	FormoseAmm
C(CNC(CO)C(CN)N)=O	G4	FormoseAmm
C(CNC(CO)C(CO)N)=O	G4	FormoseAmm
C(CNC(CO)C(CO)O)=O	G3	FormoseAmm
C(CNC(CO)CO)(CN)=O	G4	FormoseAmm
C(CNC(CO)CO)=O	G4	FormoseAmm
C(CNC(CO)CO)O	G4	FormoseAmm
C(CNC)(C(C(CN)O)O)=O	G4	FormoseAmm
C(CNC)(C(C(CO)=O)O)=O	G4	FormoseAmm
C(CNC)(C(C(CO)N)O)=O	G4	FormoseAmm
C(CNC)(C(C(CO)O)N)=O	G4	FormoseAmm
C(CNC)(C(C(CO)O)O)=O	G4	FormoseAmm
C(CNC)(C(CN)(CO)O)=O	G4	FormoseAmm
C(CNC)(C(CN)N)=O	G4	FormoseAmm
C(CNC)(C(CN)O)=O	G4	FormoseAmm
C(CNC)(C(CO)(CO)O)=O	G4	FormoseAmm
C(CNC)(C(CO)N)=O	G4	FormoseAmm
C(CNC)(C(CO)O)=O	G4	FormoseAmm
C(CNCC(C(CN)N)O)=O	G4	FormoseAmm
C(CNCC(C(CN)O)N)=O	G4	FormoseAmm
C(CNCC(C(CN)O)O)=O	G4	FormoseAmm
C(CNCC(C(CO)N)N)=O	G4	FormoseAmm
C(CNCC(C(CO)N)O)=O	G4	FormoseAmm
C(CNCC(C(CO)O)N)=O	G3	FormoseAmm
C(CNCC(C(CO)O)O)=O	G4	FormoseAmm
C(CNCC(CCN)O)=O	G4	FormoseAmm
C(CNCC(CCO)O)=O	G4	FormoseAmm
C(CNCC(CN)(CO)O)=O	G4	FormoseAmm
C(CNCC(CN)=O)(CN)=O	G4	FormoseAmm
C(CNCC(CN)=O)(CO)=O	G3	FormoseAmm
C(CNCC(CN)N)=O	G4	FormoseAmm
C(CNCC(CN)O)(CN)=O	G4	FormoseAmm
C(CNCC(CN)O)=O	G3	FormoseAmm
C(CNCC(CO)(CO)O)=O	G4	FormoseAmm
C(CNCC(CO)N)(CN)=O	G4	FormoseAmm
C(CNCC(CO)N)=O	G3	FormoseAmm
C(CNCC(CO)O)(CN)=O	G4	FormoseAmm
C(CNCC(CO)O)=O	G3	FormoseAmm
C(CNCC(CO)O)O	G4	FormoseAmm
C(CNCCN)(C(C)N)=O	G4	FormoseAmm
C(CNCCN)(C(C)O)=O	G4	FormoseAmm
C(CNCCN)(C(CN)O)=O	G4	FormoseAmm
C(CNCCN)(CCN)=O	G4	FormoseAmm
C(CNCCN)(CCO)=O	G4	FormoseAmm
C(CNCCN)(CN)=O	G4	FormoseAmm
C(CNCCN)(CNC)=O	G4	FormoseAmm
C(CNCCNCCN)=O	G4	FormoseAmm
C(CNCCO)(C(C)N)=O	G4	FormoseAmm
C(CNCCO)(C(C)O)=O	G4	FormoseAmm
C(CNCCO)(C(CN)N)=O	G4	FormoseAmm
C(CNCCO)(C(CN)O)=O	G3	FormoseAmm
C(CNCCO)(C(CO)N)=O	G3	FormoseAmm
C(CNCCO)(C(CO)O)=O	G3	FormoseAmm
C(CNCCO)(CCN)=O	G4	FormoseAmm
C(CNCCO)(CCO)=O	G4	FormoseAmm
C(CNCCO)(CN)=O	G3	FormoseAmm
C(CNCCO)(CNC)=O	G4	FormoseAmm
C(CNCCO)O	G4	FormoseAmm
C(CO)(C(C(C(C)O)=C)O)=O	G6	Formose
C(CO)(C(C(C(CC)O)O)O)=O	G6	Formose
C(CO)(C(C(C(CN)=O)O)N)=O	G4	GlucoseAmm
C(CO)(C(C(C(CN)=O)O)O)=O	G4	GlucoseAmm
C(CO)(C(C(C(CN)O)N)O)=O	G4	FormoseAmm
C(CO)(C(C(C(CO)=O)O)N)=O	G4	GlucoseAmm
C(CO)(C(C(C(CO)N)N)O)=O	G4	FormoseAmm
C(CO)(C(C(C(CO)O)=C)O)=O	G5	Formose
C(CO)(C(C(C)(C(C)O)O)O)=O	G6	Formose
C(CO)(C(C(C)(CCO)O)O)=O	G6	Formose
C(CO)(C(C(C)CCO)O)=O	G6	Formose
C(CO)(C(C(C)N)C(C=O)O)=O	G4	GlucoseAmm
C(CO)(C(C(C)O)C(CN)O)=O	G4	GlucoseAmm
C(CO)(C(C(C)O)NC)=O	G4	FormoseAmm
C(CO)(C(C(C=CC)O)O)=O	G5	Formose
C(CO)(C(C(C=CC=O)O)O)=O	G4	Formose
C(CO)(C(C(C=CCO)O)O)=O	G5	Formose
C(CO)(C(C(C=CN)O)N)=O	G4	FormoseAmm
C(CO)(C(C(C=CN)O)O)=O	G4	FormoseAmm
C(CO)(C(C(CC)O)O)=O	G6	Formose
C(CO)(C(C(CC=C)O)O)=O	G5	Formose
C(CO)(C(C(CCCO)O)O)=O	G6	Formose
C(CO)(C(C(CCN)N)N)=O	G4	GlucoseAmm
C(CO)(C(C(CCN)N)O)=O	G4	GlucoseAmm
C(CO)(C(C(CCO)N)N)=O	G4	GlucoseAmm
C(CO)(C(C(CCO)N)O)=O	G4	GlucoseAmm
C(CO)(C(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(CO)(C(C(CN)NC)N)=O	G4	FormoseAmm
C(CO)(C(C(CN)NC)O)=O	G4	FormoseAmm
C(CO)(C(C(CN)O)NC)=O	G4	FormoseAmm
C(CO)(C(C(CNC)=O)N)=O	G4	FormoseAmm
C(CO)(C(C(CO)(C)O)N)=O	G3	GlucoseAmm
C(CO)(C(C(CO)(CC)O)O)=O	G6	Formose
C(CO)(C(C(CO)(CO)O)N)=O	G3	FormoseAmm
C(CO)(C(C(CO)=C)(C)O)=O	G6	Formose
C(CO)(C(C(CO)=C)(CO)O)=O	G5	Formose
C(CO)(C(C(CO)=C)CO)=O	G5	Formose
C(CO)(C(C(CO)=C)O)=O	G5	Formose
C(CO)(C(C(CO)=O)(C=C)O)=O	G6	Formose
C(CO)(C(C(CO)=O)(CC)O)=O	G6	Formose
C(CO)(C(C(CO)=O)CCO)=O	G6	Formose
C(CO)(C(C(CO)C(C)O)O)=O	G5	Formose
C(CO)(C(C(CO)C)O)=O	G6	Formose
C(CO)(C(C(CO)CCO)O)=O	G6	Formose
C(CO)(C(C(CO)CO)O)=O	G5	Formose
C(CO)(C(C(CO)N)NC)=O	G4	FormoseAmm
C(CO)(C(C(CO)NC)N)=O	G4	FormoseAmm
C(CO)(C(C(CO)NC)O)=O	G4	FormoseAmm
C(CO)(C(C(CO)O)(CC)O)=O	G6	Formose
C(CO)(C(C(CO)O)CC)=O	G6	Formose
C(CO)(C(C(CO)O)NC)=O	G4	FormoseAmm
C(CO)(C(C)(C(C(C)N)O)O)=O	G4	GlucoseAmm
C(CO)(C(C)(C(C(N)=C)O)O)=O	G4	GlucoseAmm
C(CO)(C(C)(C(C)(CN)O)O)=O	G4	GlucoseAmm
C(CO)(C(C)(C(CC)O)O)=O	G6	Formose
C(CO)(C(C)(C(CN)O)N)=O	G4	GlucoseAmm
C(CO)(C(C)(C(CN)O)O)=O	G4	GlucoseAmm
C(CO)(C(C)(C(CO)CO)O)=O	G5	Formose
C(CO)(C(C)(CC(CO)O)O)=O	G6	Formose
C(CO)(C(C)(CCCO)O)=O	G6	Formose
C(CO)(C(C)(CCO)O)=O	G5	Formose
C(CO)(C(C)C(C(C)O)O)=O	G6	Formose
C(CO)(C(C)C(C(CN)=O)O)=O	G4	GlucoseAmm
C(CO)(C(C)C(C(CO)=O)N)=O	G4	GlucoseAmm
C(CO)(C(C)C(C(CO)O)O)=O	G6	Formose
C(CO)(C(C)C(CCO)O)=O	G6	Formose
C(CO)(C(C)C(CO)(C)O)=O	G6	Formose
C(CO)(C(C)C(CO)(CO)O)=O	G6	Formose
C(CO)(C(C)C(CO)CO)=O	G6	Formose
C(CO)(C(C)C(CO)O)=O	G6	Formose
C(CO)(C(C1C(O)OCC=1)O)=O	G5	Formose
C(CO)(C(C=C)(CO)CO)=O	G6	Formose
C(CO)(C(C=C)C(CO)O)=O	G6	Formose
C(CO)(C(C=CC=O)(CO)O)=O	G4	Formose
C(CO)(C(C=CCO)(CO)O)=O	G5	Formose
C(CO)(C(C=CCO)CO)=O	G5	Formose
C(CO)(C(C=CCO)O)=O	G5	Formose
C(CO)(C(CC(C)O)N)=O	G4	GlucoseAmm
C(CO)(C(CC(CCO)O)O)=O	G5	Formose
C(CO)(C(CC(CN)N)N)=O	G4	GlucoseAmm
C(CO)(C(CC(CN)N)O)=O	G4	GlucoseAmm
C(CO)(C(CC(CN)O)N)=O	G4	GlucoseAmm
C(CO)(C(CC(CN)O)O)=O	G4	GlucoseAmm
C(CO)(C(CC(CO)N)N)=O	G4	GlucoseAmm
C(CO)(C(CC(CO)O)N)=O	G3	GlucoseAmm
C(CO)(C(CCCCO)O)=O	G6	Formose
C(CO)(C(CCCO)O)=O	G6	Formose
C(CO)(C(CCN)N)=O	G4	GlucoseAmm
C(CO)(C(CCN)O)=O	G4	GlucoseAmm
C(CO)(C(CCO)(CCO)O)=O	G6	Formose
C(CO)(C(CCO)CCO)=O	G6	Formose
C(CO)(C(CN)C(CO)(C)O)=O	G4	GlucoseAmm
C(CO)(C(CN)CC(CO)=O)=O	G4	GlucoseAmm
C(CO)(C(CN)NC)=O	G4	FormoseAmm
C(CO)(C(CN)NCCO)=O	G3	FormoseAmm
C(CO)(C(CNC)N)=O	G4	FormoseAmm
C(CO)(C(CNC)O)=O	G4	FormoseAmm
C(CO)(C(CNCCN)N)=O	G4	FormoseAmm
C(CO)(C(CNCCO)N)=O	G4	FormoseAmm
C(CO)(C(CNCCO)O)=O	G3	FormoseAmm
C(CO)(C(CO)(C(C)O)N)=O	G4	FormoseAmm
C(CO)(C(CO)(C(C=O)O)N)=O	G4	FormoseAmm
C(CO)(C(CO)(C(CC)O)O)=O	G6	Formose
C(CO)(C(CO)(C(CO)C)O)=O	G6	Formose
C(CO)(C(CO)(C(CO)O)N)=O	G4	FormoseAmm
C(CO)(C(CO)(CC)O)=O	G6	Formose
C(CO)(C(CO)(CCCO)O)=O	G6	Formose
C(CO)(C(CO)(CN)N)=O	G4	FormoseAmm
C(CO)(C(CO)(CO)CCO)=O	G6	Formose
C(CO)(C(CO)(CO)N)=O	G4	FormoseAmm
C(CO)(C(CO)C(C(C)=O)N)=O	G4	GlucoseAmm
C(CO)(C(CO)C(C)N)=O	G4	GlucoseAmm
C(CO)(C(CO)C(C=CN)O)=O	G4	FormoseAmm
C(CO)(C(CO)C(CC)O)=O	G6	Formose
C(CO)(C(CO)C(CCN)O)=O	G4	FormoseAmm
C(CO)(C(CO)C(CN)N)=O	G4	GlucoseAmm
C(CO)(C(CO)C(CO)C)=O	G6	Formose
C(CO)(C(CO)C(CO)CO)=O	G6	Formose
C(CO)(C(CO)C(CO)N)=O	G4	GlucoseAmm
C(CO)(C(CO)CC(CN)=O)=O	G4	GlucoseAmm
C(CO)(C(CO)CC(CO)O)=O	G6	Formose
C(CO)(C(CO)NC)=O	G4	FormoseAmm
C(CO)(C(CO)NCCO)=O	G3	FormoseAmm
C(CO)(C1(C(C(CO1)O)=C)O)=O	G5	Glucose
C(CO)(C1(C(CCC1)O)O)=O	G6	Formose
C(CO)(C1(C(CCC1O)O)O)=O	G6	Formose
C(CO)(C1(C=CC(C1O)=O)O)=O	G6	Formose
C(CO)(C1(CNCC1O)N)=O	G4	FormoseAmm
C(CO)(C1C(C(CN1)=O)O)=O	G4	GlucoseAmm
C(CO)(C1C(C(CN1)N)N)=O	G4	GlucoseAmm
C(CO)(C1C(CCC1O)O)=O	G6	Formose
C(CO)(C1C(O)OCC1CO)=O	G6	Formose
C(CO)(C1CC(CN1)O)=O	G4	GlucoseAmm
C(CO)(C1CNCC1O)=O	G4	GlucoseAmm
C(CO)(C1CNCCN1)=O	G4	FormoseAmm
C(CO)(C1COC(C1CO)O)=O	G6	Formose
C(CO)(CC(C(C(C)N)O)O)=O	G4	FormoseAmm
C(CO)(CC(C(C(N)=C)=O)O)=O	G4	GlucoseAmm
C(CO)(CC(C(C(N)=O)O)O)=O	G4	GlucoseAmm
C(CO)(CC(C(CC)O)O)=O	G6	Formose
C(CO)(CC(C(CN)O)N)=O	G4	GlucoseAmm
C(CO)(CC(C(CO)=C)O)=O	G6	Formose
C(CO)(CC(C(CO)O)=C)=O	G5	Formose
C(CO)(CC(C(CO)O)N)=O	G3	GlucoseAmm
C(CO)(CC(C)(C(CO)O)O)=O	G4	Formose
C(CO)(CC(C)(CCO)O)=O	G6	Formose
C(CO)(CC(C=CCO)O)=O	G5	Formose
C(CO)(CC(C=CN)O)=O	G4	FormoseAmm
C(CO)(CC(CC(CO)=O)N)=O	G4	GlucoseAmm
C(CO)(CC(CC(CO)N)O)=O	G4	FormoseAmm
C(CO)(CC(CC(N)=O)O)=O	G4	GlucoseAmm
C(CO)(CC(CCCO)O)=O	G6	Formose
C(CO)(CC(CN)(C(C)O)O)=O	G4	GlucoseAmm
C(CO)(CC(CO)(C(C)O)O)=O	G5	Formose
C(CO)(CC(CO)(CCO)O)=O	G4	Formose
C(CO)(CC(CO)(CN)O)=O	G4	FormoseAmm
C(CO)(CC(CO)(CO)CO)=O	G6	Formose
C(CO)(CC(CO)C(C)O)=O	G6	Formose
C(CO)(CC(CO)C(CO)O)=O	G6	Formose
C(CO)(CC(CO)CCO)=O	G6	Formose
C(CO)(CC(CO)CO)=O	G6	Formose
C(CO)(CC1C(O)OCC1O)=O	G6	Formose
C(CO)(CC1COC(C1O)O)=O	G6	Formose
C(CO)(CCC(C(C)O)O)=O	G6	Formose
C(CO)(CCC(C(CO)=O)N)=O	G4	GlucoseAmm
C(CO)(CCC(C(CO)O)O)=O	G5	Formose
C(CO)(CCC(CCO)O)=O	G5	Formose
C(CO)(CCC(CO)(C)O)=O	G6	Formose
C(CO)(CCC(CO)(CO)O)=O	G5	Formose
C(CO)(CCC(CO)CO)=O	G5	Formose
C(CO)(CCC(CO)O)=O	G5	Formose
C(CO)(CCCC(CO)O)=O	G6	Formose
C(CO)(CCNCCO)=O	G4	FormoseAmm
C(CO)(CNC(CO)CO)=O	G4	FormoseAmm
C(CO)(CNCC(CN)N)=O	G4	FormoseAmm
C(CO)(CNCC(CN)O)=O	G4	FormoseAmm
